Date & Time,Flow (cfs),Location,Year
1/1/1992,906,"Rio Grande Below Cochiti Dam, NM",1992
1/2/1992,901,"Rio Grande Below Cochiti Dam, NM",1992
1/3/1992,747,"Rio Grande Below Cochiti Dam, NM",1992
1/4/1992,628,"Rio Grande Below Cochiti Dam, NM",1992
1/5/1992,852,"Rio Grande Below Cochiti Dam, NM",1992
1/6/1992,985,"Rio Grande Below Cochiti Dam, NM",1992
1/7/1992,901,"Rio Grande Below Cochiti Dam, NM",1992
1/8/1992,836,"Rio Grande Below Cochiti Dam, NM",1992
1/9/1992,829,"Rio Grande Below Cochiti Dam, NM",1992
1/10/1992,805,"Rio Grande Below Cochiti Dam, NM",1992
1/11/1992,788,"Rio Grande Below Cochiti Dam, NM",1992
1/12/1992,823,"Rio Grande Below Cochiti Dam, NM",1992
1/13/1992,856,"Rio Grande Below Cochiti Dam, NM",1992
1/14/1992,806,"Rio Grande Below Cochiti Dam, NM",1992
1/15/1992,726,"Rio Grande Below Cochiti Dam, NM",1992
1/16/1992,642,"Rio Grande Below Cochiti Dam, NM",1992
1/17/1992,676,"Rio Grande Below Cochiti Dam, NM",1992
1/18/1992,754,"Rio Grande Below Cochiti Dam, NM",1992
1/19/1992,836,"Rio Grande Below Cochiti Dam, NM",1992
1/20/1992,827,"Rio Grande Below Cochiti Dam, NM",1992
1/21/1992,671,"Rio Grande Below Cochiti Dam, NM",1992
1/22/1992,645,"Rio Grande Below Cochiti Dam, NM",1992
1/23/1992,778,"Rio Grande Below Cochiti Dam, NM",1992
1/24/1992,793,"Rio Grande Below Cochiti Dam, NM",1992
1/25/1992,788,"Rio Grande Below Cochiti Dam, NM",1992
1/26/1992,847,"Rio Grande Below Cochiti Dam, NM",1992
1/27/1992,820,"Rio Grande Below Cochiti Dam, NM",1992
1/28/1992,752,"Rio Grande Below Cochiti Dam, NM",1992
1/29/1992,750,"Rio Grande Below Cochiti Dam, NM",1992
1/30/1992,759,"Rio Grande Below Cochiti Dam, NM",1992
1/31/1992,825,"Rio Grande Below Cochiti Dam, NM",1992
2/1/1992,824,"Rio Grande Below Cochiti Dam, NM",1992
2/2/1992,826,"Rio Grande Below Cochiti Dam, NM",1992
2/3/1992,926,"Rio Grande Below Cochiti Dam, NM",1992
2/4/1992,891,"Rio Grande Below Cochiti Dam, NM",1992
2/5/1992,829,"Rio Grande Below Cochiti Dam, NM",1992
2/6/1992,925,"Rio Grande Below Cochiti Dam, NM",1992
2/7/1992,936,"Rio Grande Below Cochiti Dam, NM",1992
2/8/1992,890,"Rio Grande Below Cochiti Dam, NM",1992
2/9/1992,885,"Rio Grande Below Cochiti Dam, NM",1992
2/10/1992,935,"Rio Grande Below Cochiti Dam, NM",1992
2/11/1992,963,"Rio Grande Below Cochiti Dam, NM",1992
2/12/1992,958,"Rio Grande Below Cochiti Dam, NM",1992
2/13/1992,948,"Rio Grande Below Cochiti Dam, NM",1992
2/14/1992,596,"Rio Grande Below Cochiti Dam, NM",1992
2/15/1992,262,"Rio Grande Below Cochiti Dam, NM",1992
2/16/1992,260,"Rio Grande Below Cochiti Dam, NM",1992
2/17/1992,261,"Rio Grande Below Cochiti Dam, NM",1992
2/18/1992,259,"Rio Grande Below Cochiti Dam, NM",1992
2/19/1992,269,"Rio Grande Below Cochiti Dam, NM",1992
2/20/1992,279,"Rio Grande Below Cochiti Dam, NM",1992
2/21/1992,284,"Rio Grande Below Cochiti Dam, NM",1992
2/22/1992,286,"Rio Grande Below Cochiti Dam, NM",1992
2/23/1992,286,"Rio Grande Below Cochiti Dam, NM",1992
2/24/1992,291,"Rio Grande Below Cochiti Dam, NM",1992
2/25/1992,779,"Rio Grande Below Cochiti Dam, NM",1992
2/26/1992,1120,"Rio Grande Below Cochiti Dam, NM",1992
2/27/1992,1090,"Rio Grande Below Cochiti Dam, NM",1992
2/28/1992,896,"Rio Grande Below Cochiti Dam, NM",1992
2/29/1992,990,"Rio Grande Below Cochiti Dam, NM",1992
3/1/1992,993,"Rio Grande Below Cochiti Dam, NM",1992
3/2/1992,937,"Rio Grande Below Cochiti Dam, NM",1992
3/3/1992,960,"Rio Grande Below Cochiti Dam, NM",1992
3/4/1992,980,"Rio Grande Below Cochiti Dam, NM",1992
3/5/1992,974,"Rio Grande Below Cochiti Dam, NM",1992
3/6/1992,974,"Rio Grande Below Cochiti Dam, NM",1992
3/7/1992,980,"Rio Grande Below Cochiti Dam, NM",1992
3/8/1992,990,"Rio Grande Below Cochiti Dam, NM",1992
3/9/1992,953,"Rio Grande Below Cochiti Dam, NM",1992
3/10/1992,937,"Rio Grande Below Cochiti Dam, NM",1992
3/11/1992,1040,"Rio Grande Below Cochiti Dam, NM",1992
3/12/1992,1180,"Rio Grande Below Cochiti Dam, NM",1992
3/13/1992,1190,"Rio Grande Below Cochiti Dam, NM",1992
3/14/1992,1150,"Rio Grande Below Cochiti Dam, NM",1992
3/15/1992,1200,"Rio Grande Below Cochiti Dam, NM",1992
3/16/1992,1210,"Rio Grande Below Cochiti Dam, NM",1992
3/17/1992,1240,"Rio Grande Below Cochiti Dam, NM",1992
3/18/1992,1250,"Rio Grande Below Cochiti Dam, NM",1992
3/19/1992,1330,"Rio Grande Below Cochiti Dam, NM",1992
3/20/1992,1340,"Rio Grande Below Cochiti Dam, NM",1992
3/21/1992,1350,"Rio Grande Below Cochiti Dam, NM",1992
3/22/1992,1360,"Rio Grande Below Cochiti Dam, NM",1992
3/23/1992,1340,"Rio Grande Below Cochiti Dam, NM",1992
3/24/1992,1440,"Rio Grande Below Cochiti Dam, NM",1992
3/25/1992,1350,"Rio Grande Below Cochiti Dam, NM",1992
3/26/1992,1570,"Rio Grande Below Cochiti Dam, NM",1992
3/27/1992,1580,"Rio Grande Below Cochiti Dam, NM",1992
3/28/1992,1600,"Rio Grande Below Cochiti Dam, NM",1992
3/29/1992,1620,"Rio Grande Below Cochiti Dam, NM",1992
3/30/1992,1480,"Rio Grande Below Cochiti Dam, NM",1992
3/31/1992,1480,"Rio Grande Below Cochiti Dam, NM",1992
4/1/1992,1860,"Rio Grande Below Cochiti Dam, NM",1992
4/2/1992,1990,"Rio Grande Below Cochiti Dam, NM",1992
4/3/1992,2300,"Rio Grande Below Cochiti Dam, NM",1992
4/4/1992,2470,"Rio Grande Below Cochiti Dam, NM",1992
4/5/1992,2480,"Rio Grande Below Cochiti Dam, NM",1992
4/6/1992,2830,"Rio Grande Below Cochiti Dam, NM",1992
4/7/1992,2970,"Rio Grande Below Cochiti Dam, NM",1992
4/8/1992,3140,"Rio Grande Below Cochiti Dam, NM",1992
4/9/1992,3490,"Rio Grande Below Cochiti Dam, NM",1992
4/10/1992,3780,"Rio Grande Below Cochiti Dam, NM",1992
4/11/1992,3890,"Rio Grande Below Cochiti Dam, NM",1992
4/12/1992,3900,"Rio Grande Below Cochiti Dam, NM",1992
4/13/1992,3920,"Rio Grande Below Cochiti Dam, NM",1992
4/14/1992,4120,"Rio Grande Below Cochiti Dam, NM",1992
4/15/1992,4320,"Rio Grande Below Cochiti Dam, NM",1992
4/16/1992,4350,"Rio Grande Below Cochiti Dam, NM",1992
4/17/1992,4640,"Rio Grande Below Cochiti Dam, NM",1992
4/18/1992,4920,"Rio Grande Below Cochiti Dam, NM",1992
4/19/1992,4920,"Rio Grande Below Cochiti Dam, NM",1992
4/20/1992,4940,"Rio Grande Below Cochiti Dam, NM",1992
4/21/1992,4930,"Rio Grande Below Cochiti Dam, NM",1992
4/22/1992,4900,"Rio Grande Below Cochiti Dam, NM",1992
4/23/1992,4890,"Rio Grande Below Cochiti Dam, NM",1992
4/24/1992,5020,"Rio Grande Below Cochiti Dam, NM",1992
4/25/1992,5240,"Rio Grande Below Cochiti Dam, NM",1992
4/26/1992,5180,"Rio Grande Below Cochiti Dam, NM",1992
4/27/1992,5270,"Rio Grande Below Cochiti Dam, NM",1992
4/28/1992,5400,"Rio Grande Below Cochiti Dam, NM",1992
4/29/1992,5370,"Rio Grande Below Cochiti Dam, NM",1992
4/30/1992,5360,"Rio Grande Below Cochiti Dam, NM",1992
5/1/1992,5360,"Rio Grande Below Cochiti Dam, NM",1992
5/2/1992,5360,"Rio Grande Below Cochiti Dam, NM",1992
5/3/1992,5360,"Rio Grande Below Cochiti Dam, NM",1992
5/4/1992,5210,"Rio Grande Below Cochiti Dam, NM",1992
5/5/1992,5110,"Rio Grande Below Cochiti Dam, NM",1992
5/6/1992,5060,"Rio Grande Below Cochiti Dam, NM",1992
5/7/1992,4990,"Rio Grande Below Cochiti Dam, NM",1992
5/8/1992,4880,"Rio Grande Below Cochiti Dam, NM",1992
5/9/1992,4860,"Rio Grande Below Cochiti Dam, NM",1992
5/10/1992,5180,"Rio Grande Below Cochiti Dam, NM",1992
5/11/1992,5580,"Rio Grande Below Cochiti Dam, NM",1992
5/12/1992,5150,"Rio Grande Below Cochiti Dam, NM",1992
5/13/1992,4290,"Rio Grande Below Cochiti Dam, NM",1992
5/14/1992,3900,"Rio Grande Below Cochiti Dam, NM",1992
5/15/1992,3810,"Rio Grande Below Cochiti Dam, NM",1992
5/16/1992,3800,"Rio Grande Below Cochiti Dam, NM",1992
5/17/1992,3510,"Rio Grande Below Cochiti Dam, NM",1992
5/18/1992,3380,"Rio Grande Below Cochiti Dam, NM",1992
5/19/1992,3370,"Rio Grande Below Cochiti Dam, NM",1992
5/20/1992,3360,"Rio Grande Below Cochiti Dam, NM",1992
5/21/1992,3350,"Rio Grande Below Cochiti Dam, NM",1992
5/22/1992,3430,"Rio Grande Below Cochiti Dam, NM",1992
5/23/1992,3600,"Rio Grande Below Cochiti Dam, NM",1992
5/24/1992,3770,"Rio Grande Below Cochiti Dam, NM",1992
5/25/1992,3910,"Rio Grande Below Cochiti Dam, NM",1992
5/26/1992,3810,"Rio Grande Below Cochiti Dam, NM",1992
5/27/1992,3670,"Rio Grande Below Cochiti Dam, NM",1992
5/28/1992,3780,"Rio Grande Below Cochiti Dam, NM",1992
5/29/1992,3950,"Rio Grande Below Cochiti Dam, NM",1992
5/30/1992,3950,"Rio Grande Below Cochiti Dam, NM",1992
5/31/1992,3950,"Rio Grande Below Cochiti Dam, NM",1992
6/1/1992,4260,"Rio Grande Below Cochiti Dam, NM",1992
6/2/1992,4440,"Rio Grande Below Cochiti Dam, NM",1992
6/3/1992,4380,"Rio Grande Below Cochiti Dam, NM",1992
6/4/1992,3980,"Rio Grande Below Cochiti Dam, NM",1992
6/5/1992,3390,"Rio Grande Below Cochiti Dam, NM",1992
6/6/1992,3410,"Rio Grande Below Cochiti Dam, NM",1992
6/7/1992,3620,"Rio Grande Below Cochiti Dam, NM",1992
6/8/1992,3630,"Rio Grande Below Cochiti Dam, NM",1992
6/9/1992,3600,"Rio Grande Below Cochiti Dam, NM",1992
6/10/1992,3570,"Rio Grande Below Cochiti Dam, NM",1992
6/11/1992,3560,"Rio Grande Below Cochiti Dam, NM",1992
6/12/1992,3500,"Rio Grande Below Cochiti Dam, NM",1992
6/13/1992,3440,"Rio Grande Below Cochiti Dam, NM",1992
6/14/1992,3310,"Rio Grande Below Cochiti Dam, NM",1992
6/15/1992,3160,"Rio Grande Below Cochiti Dam, NM",1992
6/16/1992,2930,"Rio Grande Below Cochiti Dam, NM",1992
6/17/1992,2810,"Rio Grande Below Cochiti Dam, NM",1992
6/18/1992,2710,"Rio Grande Below Cochiti Dam, NM",1992
6/19/1992,2480,"Rio Grande Below Cochiti Dam, NM",1992
6/20/1992,2300,"Rio Grande Below Cochiti Dam, NM",1992
6/21/1992,2090,"Rio Grande Below Cochiti Dam, NM",1992
6/22/1992,2080,"Rio Grande Below Cochiti Dam, NM",1992
6/23/1992,2070,"Rio Grande Below Cochiti Dam, NM",1992
6/24/1992,1840,"Rio Grande Below Cochiti Dam, NM",1992
6/25/1992,1200,"Rio Grande Below Cochiti Dam, NM",1992
6/26/1992,875,"Rio Grande Below Cochiti Dam, NM",1992
6/27/1992,1030,"Rio Grande Below Cochiti Dam, NM",1992
6/28/1992,1150,"Rio Grande Below Cochiti Dam, NM",1992
6/29/1992,784,"Rio Grande Below Cochiti Dam, NM",1992
6/30/1992,642,"Rio Grande Below Cochiti Dam, NM",1992
7/1/1992,832,"Rio Grande Below Cochiti Dam, NM",1992
7/2/1992,896,"Rio Grande Below Cochiti Dam, NM",1992
7/3/1992,906,"Rio Grande Below Cochiti Dam, NM",1992
7/4/1992,883,"Rio Grande Below Cochiti Dam, NM",1992
7/5/1992,820,"Rio Grande Below Cochiti Dam, NM",1992
7/6/1992,830,"Rio Grande Below Cochiti Dam, NM",1992
7/7/1992,843,"Rio Grande Below Cochiti Dam, NM",1992
7/8/1992,829,"Rio Grande Below Cochiti Dam, NM",1992
7/9/1992,827,"Rio Grande Below Cochiti Dam, NM",1992
7/10/1992,817,"Rio Grande Below Cochiti Dam, NM",1992
7/11/1992,811,"Rio Grande Below Cochiti Dam, NM",1992
7/12/1992,810,"Rio Grande Below Cochiti Dam, NM",1992
7/13/1992,810,"Rio Grande Below Cochiti Dam, NM",1992
7/14/1992,812,"Rio Grande Below Cochiti Dam, NM",1992
7/15/1992,810,"Rio Grande Below Cochiti Dam, NM",1992
7/16/1992,821,"Rio Grande Below Cochiti Dam, NM",1992
7/17/1992,818,"Rio Grande Below Cochiti Dam, NM",1992
7/18/1992,819,"Rio Grande Below Cochiti Dam, NM",1992
7/19/1992,857,"Rio Grande Below Cochiti Dam, NM",1992
7/20/1992,876,"Rio Grande Below Cochiti Dam, NM",1992
7/21/1992,856,"Rio Grande Below Cochiti Dam, NM",1992
7/22/1992,840,"Rio Grande Below Cochiti Dam, NM",1992
7/23/1992,861,"Rio Grande Below Cochiti Dam, NM",1992
7/24/1992,911,"Rio Grande Below Cochiti Dam, NM",1992
7/25/1992,903,"Rio Grande Below Cochiti Dam, NM",1992
7/26/1992,1050,"Rio Grande Below Cochiti Dam, NM",1992
7/27/1992,1040,"Rio Grande Below Cochiti Dam, NM",1992
7/28/1992,1020,"Rio Grande Below Cochiti Dam, NM",1992
7/29/1992,950,"Rio Grande Below Cochiti Dam, NM",1992
7/30/1992,904,"Rio Grande Below Cochiti Dam, NM",1992
7/31/1992,1040,"Rio Grande Below Cochiti Dam, NM",1992
8/1/1992,931,"Rio Grande Below Cochiti Dam, NM",1992
8/2/1992,828,"Rio Grande Below Cochiti Dam, NM",1992
8/3/1992,794,"Rio Grande Below Cochiti Dam, NM",1992
8/4/1992,704,"Rio Grande Below Cochiti Dam, NM",1992
8/5/1992,698,"Rio Grande Below Cochiti Dam, NM",1992
8/6/1992,756,"Rio Grande Below Cochiti Dam, NM",1992
8/7/1992,881,"Rio Grande Below Cochiti Dam, NM",1992
8/8/1992,869,"Rio Grande Below Cochiti Dam, NM",1992
8/9/1992,863,"Rio Grande Below Cochiti Dam, NM",1992
8/10/1992,812,"Rio Grande Below Cochiti Dam, NM",1992
8/11/1992,713,"Rio Grande Below Cochiti Dam, NM",1992
8/12/1992,802,"Rio Grande Below Cochiti Dam, NM",1992
8/13/1992,954,"Rio Grande Below Cochiti Dam, NM",1992
8/14/1992,866,"Rio Grande Below Cochiti Dam, NM",1992
8/15/1992,729,"Rio Grande Below Cochiti Dam, NM",1992
8/16/1992,806,"Rio Grande Below Cochiti Dam, NM",1992
8/17/1992,757,"Rio Grande Below Cochiti Dam, NM",1992
8/18/1992,800,"Rio Grande Below Cochiti Dam, NM",1992
8/19/1992,766,"Rio Grande Below Cochiti Dam, NM",1992
8/20/1992,743,"Rio Grande Below Cochiti Dam, NM",1992
8/21/1992,751,"Rio Grande Below Cochiti Dam, NM",1992
8/22/1992,726,"Rio Grande Below Cochiti Dam, NM",1992
8/23/1992,701,"Rio Grande Below Cochiti Dam, NM",1992
8/24/1992,729,"Rio Grande Below Cochiti Dam, NM",1992
8/25/1992,796,"Rio Grande Below Cochiti Dam, NM",1992
8/26/1992,899,"Rio Grande Below Cochiti Dam, NM",1992
8/27/1992,969,"Rio Grande Below Cochiti Dam, NM",1992
8/28/1992,1130,"Rio Grande Below Cochiti Dam, NM",1992
8/29/1992,1310,"Rio Grande Below Cochiti Dam, NM",1992
8/30/1992,1400,"Rio Grande Below Cochiti Dam, NM",1992
8/31/1992,928,"Rio Grande Below Cochiti Dam, NM",1992
9/1/1992,713,"Rio Grande Below Cochiti Dam, NM",1992
9/2/1992,763,"Rio Grande Below Cochiti Dam, NM",1992
9/3/1992,761,"Rio Grande Below Cochiti Dam, NM",1992
9/4/1992,759,"Rio Grande Below Cochiti Dam, NM",1992
9/5/1992,707,"Rio Grande Below Cochiti Dam, NM",1992
9/6/1992,686,"Rio Grande Below Cochiti Dam, NM",1992
9/7/1992,717,"Rio Grande Below Cochiti Dam, NM",1992
9/8/1992,716,"Rio Grande Below Cochiti Dam, NM",1992
9/9/1992,734,"Rio Grande Below Cochiti Dam, NM",1992
9/10/1992,803,"Rio Grande Below Cochiti Dam, NM",1992
9/11/1992,877,"Rio Grande Below Cochiti Dam, NM",1992
9/12/1992,881,"Rio Grande Below Cochiti Dam, NM",1992
9/13/1992,879,"Rio Grande Below Cochiti Dam, NM",1992
9/14/1992,875,"Rio Grande Below Cochiti Dam, NM",1992
9/15/1992,880,"Rio Grande Below Cochiti Dam, NM",1992
9/16/1992,897,"Rio Grande Below Cochiti Dam, NM",1992
9/17/1992,946,"Rio Grande Below Cochiti Dam, NM",1992
9/18/1992,924,"Rio Grande Below Cochiti Dam, NM",1992
9/19/1992,964,"Rio Grande Below Cochiti Dam, NM",1992
9/20/1992,997,"Rio Grande Below Cochiti Dam, NM",1992
9/21/1992,924,"Rio Grande Below Cochiti Dam, NM",1992
9/22/1992,891,"Rio Grande Below Cochiti Dam, NM",1992
9/23/1992,888,"Rio Grande Below Cochiti Dam, NM",1992
9/24/1992,891,"Rio Grande Below Cochiti Dam, NM",1992
9/25/1992,905,"Rio Grande Below Cochiti Dam, NM",1992
9/26/1992,934,"Rio Grande Below Cochiti Dam, NM",1992
9/27/1992,931,"Rio Grande Below Cochiti Dam, NM",1992
9/28/1992,882,"Rio Grande Below Cochiti Dam, NM",1992
9/29/1992,768,"Rio Grande Below Cochiti Dam, NM",1992
9/30/1992,695,"Rio Grande Below Cochiti Dam, NM",1992
10/1/1992,697,"Rio Grande Below Cochiti Dam, NM",1992
10/2/1992,695,"Rio Grande Below Cochiti Dam, NM",1992
10/3/1992,695,"Rio Grande Below Cochiti Dam, NM",1992
10/4/1992,681,"Rio Grande Below Cochiti Dam, NM",1992
10/5/1992,683,"Rio Grande Below Cochiti Dam, NM",1992
10/6/1992,686,"Rio Grande Below Cochiti Dam, NM",1992
10/7/1992,683,"Rio Grande Below Cochiti Dam, NM",1992
10/8/1992,682,"Rio Grande Below Cochiti Dam, NM",1992
10/9/1992,682,"Rio Grande Below Cochiti Dam, NM",1992
10/10/1992,634,"Rio Grande Below Cochiti Dam, NM",1992
10/11/1992,623,"Rio Grande Below Cochiti Dam, NM",1992
10/12/1992,678,"Rio Grande Below Cochiti Dam, NM",1992
10/13/1992,717,"Rio Grande Below Cochiti Dam, NM",1992
10/14/1992,700,"Rio Grande Below Cochiti Dam, NM",1992
10/15/1992,667,"Rio Grande Below Cochiti Dam, NM",1992
10/16/1992,616,"Rio Grande Below Cochiti Dam, NM",1992
10/17/1992,616,"Rio Grande Below Cochiti Dam, NM",1992
10/18/1992,616,"Rio Grande Below Cochiti Dam, NM",1992
10/19/1992,616,"Rio Grande Below Cochiti Dam, NM",1992
10/20/1992,617,"Rio Grande Below Cochiti Dam, NM",1992
10/21/1992,568,"Rio Grande Below Cochiti Dam, NM",1992
10/22/1992,526,"Rio Grande Below Cochiti Dam, NM",1992
10/23/1992,520,"Rio Grande Below Cochiti Dam, NM",1992
10/24/1992,521,"Rio Grande Below Cochiti Dam, NM",1992
10/25/1992,542,"Rio Grande Below Cochiti Dam, NM",1992
10/26/1992,566,"Rio Grande Below Cochiti Dam, NM",1992
10/27/1992,494,"Rio Grande Below Cochiti Dam, NM",1992
10/28/1992,427,"Rio Grande Below Cochiti Dam, NM",1992
10/29/1992,404,"Rio Grande Below Cochiti Dam, NM",1992
10/30/1992,328,"Rio Grande Below Cochiti Dam, NM",1992
10/31/1992,338,"Rio Grande Below Cochiti Dam, NM",1992
11/1/1992,522,"Rio Grande Below Cochiti Dam, NM",1992
11/2/1992,540,"Rio Grande Below Cochiti Dam, NM",1992
11/3/1992,519,"Rio Grande Below Cochiti Dam, NM",1992
11/4/1992,519,"Rio Grande Below Cochiti Dam, NM",1992
11/5/1992,535,"Rio Grande Below Cochiti Dam, NM",1992
11/6/1992,543,"Rio Grande Below Cochiti Dam, NM",1992
11/7/1992,519,"Rio Grande Below Cochiti Dam, NM",1992
11/8/1992,519,"Rio Grande Below Cochiti Dam, NM",1992
11/9/1992,519,"Rio Grande Below Cochiti Dam, NM",1992
11/10/1992,456,"Rio Grande Below Cochiti Dam, NM",1992
11/11/1992,514,"Rio Grande Below Cochiti Dam, NM",1992
11/12/1992,593,"Rio Grande Below Cochiti Dam, NM",1992
11/13/1992,704,"Rio Grande Below Cochiti Dam, NM",1992
11/14/1992,704,"Rio Grande Below Cochiti Dam, NM",1992
11/15/1992,668,"Rio Grande Below Cochiti Dam, NM",1992
11/16/1992,602,"Rio Grande Below Cochiti Dam, NM",1992
11/17/1992,652,"Rio Grande Below Cochiti Dam, NM",1992
11/18/1992,713,"Rio Grande Below Cochiti Dam, NM",1992
11/19/1992,732,"Rio Grande Below Cochiti Dam, NM",1992
11/20/1992,759,"Rio Grande Below Cochiti Dam, NM",1992
11/21/1992,759,"Rio Grande Below Cochiti Dam, NM",1992
11/22/1992,714,"Rio Grande Below Cochiti Dam, NM",1992
11/23/1992,660,"Rio Grande Below Cochiti Dam, NM",1992
11/24/1992,644,"Rio Grande Below Cochiti Dam, NM",1992
11/25/1992,590,"Rio Grande Below Cochiti Dam, NM",1992
11/26/1992,569,"Rio Grande Below Cochiti Dam, NM",1992
11/27/1992,566,"Rio Grande Below Cochiti Dam, NM",1992
11/28/1992,566,"Rio Grande Below Cochiti Dam, NM",1992
11/29/1992,566,"Rio Grande Below Cochiti Dam, NM",1992
11/30/1992,551,"Rio Grande Below Cochiti Dam, NM",1992
12/1/1992,526,"Rio Grande Below Cochiti Dam, NM",1992
12/2/1992,549,"Rio Grande Below Cochiti Dam, NM",1992
12/3/1992,523,"Rio Grande Below Cochiti Dam, NM",1992
12/4/1992,513,"Rio Grande Below Cochiti Dam, NM",1992
12/5/1992,563,"Rio Grande Below Cochiti Dam, NM",1992
12/6/1992,567,"Rio Grande Below Cochiti Dam, NM",1992
12/7/1992,633,"Rio Grande Below Cochiti Dam, NM",1992
12/8/1992,615,"Rio Grande Below Cochiti Dam, NM",1992
12/9/1992,542,"Rio Grande Below Cochiti Dam, NM",1992
12/10/1992,591,"Rio Grande Below Cochiti Dam, NM",1992
12/11/1992,710,"Rio Grande Below Cochiti Dam, NM",1992
12/12/1992,750,"Rio Grande Below Cochiti Dam, NM",1992
12/13/1992,699,"Rio Grande Below Cochiti Dam, NM",1992
12/14/1992,662,"Rio Grande Below Cochiti Dam, NM",1992
12/15/1992,610,"Rio Grande Below Cochiti Dam, NM",1992
12/16/1992,610,"Rio Grande Below Cochiti Dam, NM",1992
12/17/1992,874,"Rio Grande Below Cochiti Dam, NM",1992
12/18/1992,740,"Rio Grande Below Cochiti Dam, NM",1992
12/19/1992,813,"Rio Grande Below Cochiti Dam, NM",1992
12/20/1992,906,"Rio Grande Below Cochiti Dam, NM",1992
12/21/1992,774,"Rio Grande Below Cochiti Dam, NM",1992
12/22/1992,590,"Rio Grande Below Cochiti Dam, NM",1992
12/23/1992,610,"Rio Grande Below Cochiti Dam, NM",1992
12/24/1992,700,"Rio Grande Below Cochiti Dam, NM",1992
12/25/1992,720,"Rio Grande Below Cochiti Dam, NM",1992
12/26/1992,700,"Rio Grande Below Cochiti Dam, NM",1992
12/27/1992,650,"Rio Grande Below Cochiti Dam, NM",1992
12/28/1992,620,"Rio Grande Below Cochiti Dam, NM",1992
12/29/1992,700,"Rio Grande Below Cochiti Dam, NM",1992
12/30/1992,800,"Rio Grande Below Cochiti Dam, NM",1992
12/31/1992,900,"Rio Grande Below Cochiti Dam, NM",1992
1/1/1993,990,"Rio Grande Below Cochiti Dam, NM",1993
1/2/1993,920,"Rio Grande Below Cochiti Dam, NM",1993
1/3/1993,800,"Rio Grande Below Cochiti Dam, NM",1993
1/4/1993,700,"Rio Grande Below Cochiti Dam, NM",1993
1/5/1993,610,"Rio Grande Below Cochiti Dam, NM",1993
1/6/1993,675,"Rio Grande Below Cochiti Dam, NM",1993
1/7/1993,755,"Rio Grande Below Cochiti Dam, NM",1993
1/8/1993,938,"Rio Grande Below Cochiti Dam, NM",1993
1/9/1993,1150,"Rio Grande Below Cochiti Dam, NM",1993
1/10/1993,1150,"Rio Grande Below Cochiti Dam, NM",1993
1/11/1993,1080,"Rio Grande Below Cochiti Dam, NM",1993
1/12/1993,999,"Rio Grande Below Cochiti Dam, NM",1993
1/13/1993,992,"Rio Grande Below Cochiti Dam, NM",1993
1/14/1993,994,"Rio Grande Below Cochiti Dam, NM",1993
1/15/1993,942,"Rio Grande Below Cochiti Dam, NM",1993
1/16/1993,913,"Rio Grande Below Cochiti Dam, NM",1993
1/17/1993,965,"Rio Grande Below Cochiti Dam, NM",1993
1/18/1993,975,"Rio Grande Below Cochiti Dam, NM",1993
1/19/1993,931,"Rio Grande Below Cochiti Dam, NM",1993
1/20/1993,933,"Rio Grande Below Cochiti Dam, NM",1993
1/21/1993,933,"Rio Grande Below Cochiti Dam, NM",1993
1/22/1993,935,"Rio Grande Below Cochiti Dam, NM",1993
1/23/1993,935,"Rio Grande Below Cochiti Dam, NM",1993
1/24/1993,905,"Rio Grande Below Cochiti Dam, NM",1993
1/25/1993,860,"Rio Grande Below Cochiti Dam, NM",1993
1/26/1993,842,"Rio Grande Below Cochiti Dam, NM",1993
1/27/1993,834,"Rio Grande Below Cochiti Dam, NM",1993
1/28/1993,836,"Rio Grande Below Cochiti Dam, NM",1993
1/29/1993,836,"Rio Grande Below Cochiti Dam, NM",1993
1/30/1993,810,"Rio Grande Below Cochiti Dam, NM",1993
1/31/1993,796,"Rio Grande Below Cochiti Dam, NM",1993
2/1/1993,795,"Rio Grande Below Cochiti Dam, NM",1993
2/2/1993,798,"Rio Grande Below Cochiti Dam, NM",1993
2/3/1993,822,"Rio Grande Below Cochiti Dam, NM",1993
2/4/1993,843,"Rio Grande Below Cochiti Dam, NM",1993
2/5/1993,848,"Rio Grande Below Cochiti Dam, NM",1993
2/6/1993,889,"Rio Grande Below Cochiti Dam, NM",1993
2/7/1993,879,"Rio Grande Below Cochiti Dam, NM",1993
2/8/1993,847,"Rio Grande Below Cochiti Dam, NM",1993
2/9/1993,880,"Rio Grande Below Cochiti Dam, NM",1993
2/10/1993,952,"Rio Grande Below Cochiti Dam, NM",1993
2/11/1993,1030,"Rio Grande Below Cochiti Dam, NM",1993
2/12/1993,958,"Rio Grande Below Cochiti Dam, NM",1993
2/13/1993,900,"Rio Grande Below Cochiti Dam, NM",1993
2/14/1993,921,"Rio Grande Below Cochiti Dam, NM",1993
2/15/1993,977,"Rio Grande Below Cochiti Dam, NM",1993
2/16/1993,979,"Rio Grande Below Cochiti Dam, NM",1993
2/17/1993,965,"Rio Grande Below Cochiti Dam, NM",1993
2/18/1993,681,"Rio Grande Below Cochiti Dam, NM",1993
2/19/1993,289,"Rio Grande Below Cochiti Dam, NM",1993
2/20/1993,292,"Rio Grande Below Cochiti Dam, NM",1993
2/21/1993,298,"Rio Grande Below Cochiti Dam, NM",1993
2/22/1993,880,"Rio Grande Below Cochiti Dam, NM",1993
