Date & Time,Flow (cfs),Location,Year
7/9/1986,3410,"Rio Grande Below Cochiti Dam, NM",1986
7/10/1986,3450,"Rio Grande Below Cochiti Dam, NM",1986
7/11/1986,3400,"Rio Grande Below Cochiti Dam, NM",1986
7/12/1986,3380,"Rio Grande Below Cochiti Dam, NM",1986
7/13/1986,3390,"Rio Grande Below Cochiti Dam, NM",1986
7/14/1986,3120,"Rio Grande Below Cochiti Dam, NM",1986
7/15/1986,2860,"Rio Grande Below Cochiti Dam, NM",1986
7/16/1986,2860,"Rio Grande Below Cochiti Dam, NM",1986
7/17/1986,2860,"Rio Grande Below Cochiti Dam, NM",1986
7/18/1986,3040,"Rio Grande Below Cochiti Dam, NM",1986
7/19/1986,3350,"Rio Grande Below Cochiti Dam, NM",1986
7/20/1986,3320,"Rio Grande Below Cochiti Dam, NM",1986
7/21/1986,3040,"Rio Grande Below Cochiti Dam, NM",1986
7/22/1986,2660,"Rio Grande Below Cochiti Dam, NM",1986
7/23/1986,2320,"Rio Grande Below Cochiti Dam, NM",1986
7/24/1986,2380,"Rio Grande Below Cochiti Dam, NM",1986
7/25/1986,2360,"Rio Grande Below Cochiti Dam, NM",1986
7/26/1986,2380,"Rio Grande Below Cochiti Dam, NM",1986
7/27/1986,2390,"Rio Grande Below Cochiti Dam, NM",1986
7/28/1986,2400,"Rio Grande Below Cochiti Dam, NM",1986
7/29/1986,3090,"Rio Grande Below Cochiti Dam, NM",1986
7/30/1986,2900,"Rio Grande Below Cochiti Dam, NM",1986
7/31/1986,4320,"Rio Grande Below Cochiti Dam, NM",1986
8/1/1986,4470,"Rio Grande Below Cochiti Dam, NM",1986
8/2/1986,4430,"Rio Grande Below Cochiti Dam, NM",1986
8/3/1986,4400,"Rio Grande Below Cochiti Dam, NM",1986
8/4/1986,4570,"Rio Grande Below Cochiti Dam, NM",1986
8/5/1986,4810,"Rio Grande Below Cochiti Dam, NM",1986
8/6/1986,4900,"Rio Grande Below Cochiti Dam, NM",1986
8/7/1986,4680,"Rio Grande Below Cochiti Dam, NM",1986
8/8/1986,4540,"Rio Grande Below Cochiti Dam, NM",1986
8/9/1986,4500,"Rio Grande Below Cochiti Dam, NM",1986
8/10/1986,4450,"Rio Grande Below Cochiti Dam, NM",1986
8/11/1986,4080,"Rio Grande Below Cochiti Dam, NM",1986
8/12/1986,3780,"Rio Grande Below Cochiti Dam, NM",1986
8/13/1986,3630,"Rio Grande Below Cochiti Dam, NM",1986
8/14/1986,3630,"Rio Grande Below Cochiti Dam, NM",1986
8/15/1986,3450,"Rio Grande Below Cochiti Dam, NM",1986
8/16/1986,3250,"Rio Grande Below Cochiti Dam, NM",1986
8/17/1986,3230,"Rio Grande Below Cochiti Dam, NM",1986
8/18/1986,3220,"Rio Grande Below Cochiti Dam, NM",1986
8/19/1986,3210,"Rio Grande Below Cochiti Dam, NM",1986
8/20/1986,3190,"Rio Grande Below Cochiti Dam, NM",1986
8/21/1986,3190,"Rio Grande Below Cochiti Dam, NM",1986
8/22/1986,3150,"Rio Grande Below Cochiti Dam, NM",1986
8/23/1986,3150,"Rio Grande Below Cochiti Dam, NM",1986
8/24/1986,3090,"Rio Grande Below Cochiti Dam, NM",1986
8/25/1986,3090,"Rio Grande Below Cochiti Dam, NM",1986
8/26/1986,3050,"Rio Grande Below Cochiti Dam, NM",1986
8/27/1986,3030,"Rio Grande Below Cochiti Dam, NM",1986
8/28/1986,3010,"Rio Grande Below Cochiti Dam, NM",1986
8/29/1986,3010,"Rio Grande Below Cochiti Dam, NM",1986
8/30/1986,3010,"Rio Grande Below Cochiti Dam, NM",1986
8/31/1986,2980,"Rio Grande Below Cochiti Dam, NM",1986
9/1/1986,2940,"Rio Grande Below Cochiti Dam, NM",1986
9/2/1986,2900,"Rio Grande Below Cochiti Dam, NM",1986
9/3/1986,2730,"Rio Grande Below Cochiti Dam, NM",1986
9/4/1986,2260,"Rio Grande Below Cochiti Dam, NM",1986
9/5/1986,2110,"Rio Grande Below Cochiti Dam, NM",1986
9/6/1986,2070,"Rio Grande Below Cochiti Dam, NM",1986
9/7/1986,2100,"Rio Grande Below Cochiti Dam, NM",1986
9/8/1986,2260,"Rio Grande Below Cochiti Dam, NM",1986
9/9/1986,2250,"Rio Grande Below Cochiti Dam, NM",1986
9/10/1986,2190,"Rio Grande Below Cochiti Dam, NM",1986
9/11/1986,2110,"Rio Grande Below Cochiti Dam, NM",1986
9/12/1986,1930,"Rio Grande Below Cochiti Dam, NM",1986
9/13/1986,1860,"Rio Grande Below Cochiti Dam, NM",1986
9/14/1986,1860,"Rio Grande Below Cochiti Dam, NM",1986
9/15/1986,1860,"Rio Grande Below Cochiti Dam, NM",1986
9/16/1986,1860,"Rio Grande Below Cochiti Dam, NM",1986
9/17/1986,1840,"Rio Grande Below Cochiti Dam, NM",1986
9/18/1986,1810,"Rio Grande Below Cochiti Dam, NM",1986
9/19/1986,1780,"Rio Grande Below Cochiti Dam, NM",1986
9/20/1986,840,"Rio Grande Below Cochiti Dam, NM",1986
9/21/1986,890,"Rio Grande Below Cochiti Dam, NM",1986
9/22/1986,860,"Rio Grande Below Cochiti Dam, NM",1986
9/23/1986,718,"Rio Grande Below Cochiti Dam, NM",1986
9/24/1986,700,"Rio Grande Below Cochiti Dam, NM",1986
9/25/1986,718,"Rio Grande Below Cochiti Dam, NM",1986
9/26/1986,736,"Rio Grande Below Cochiti Dam, NM",1986
9/27/1986,718,"Rio Grande Below Cochiti Dam, NM",1986
9/28/1986,619,"Rio Grande Below Cochiti Dam, NM",1986
9/29/1986,691,"Rio Grande Below Cochiti Dam, NM",1986
9/30/1986,840,"Rio Grande Below Cochiti Dam, NM",1986
10/1/1986,530,"Rio Grande Below Cochiti Dam, NM",1986
10/2/1986,1200,"Rio Grande Below Cochiti Dam, NM",1986
10/3/1986,1330,"Rio Grande Below Cochiti Dam, NM",1986
10/4/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/5/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/6/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/7/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/8/1986,498,"Rio Grande Below Cochiti Dam, NM",1986
10/9/1986,408,"Rio Grande Below Cochiti Dam, NM",1986
10/10/1986,1220,"Rio Grande Below Cochiti Dam, NM",1986
10/11/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/12/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/13/1986,1300,"Rio Grande Below Cochiti Dam, NM",1986
10/14/1986,1300,"Rio Grande Below Cochiti Dam, NM",1986
10/15/1986,1400,"Rio Grande Below Cochiti Dam, NM",1986
10/16/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
10/17/1986,1230,"Rio Grande Below Cochiti Dam, NM",1986
10/18/1986,1250,"Rio Grande Below Cochiti Dam, NM",1986
10/19/1986,1310,"Rio Grande Below Cochiti Dam, NM",1986
10/20/1986,1100,"Rio Grande Below Cochiti Dam, NM",1986
10/21/1986,1260,"Rio Grande Below Cochiti Dam, NM",1986
10/22/1986,1490,"Rio Grande Below Cochiti Dam, NM",1986
10/23/1986,1570,"Rio Grande Below Cochiti Dam, NM",1986
10/24/1986,1780,"Rio Grande Below Cochiti Dam, NM",1986
10/25/1986,1660,"Rio Grande Below Cochiti Dam, NM",1986
10/26/1986,1610,"Rio Grande Below Cochiti Dam, NM",1986
10/27/1986,1310,"Rio Grande Below Cochiti Dam, NM",1986
10/28/1986,511,"Rio Grande Below Cochiti Dam, NM",1986
10/29/1986,524,"Rio Grande Below Cochiti Dam, NM",1986
10/30/1986,534,"Rio Grande Below Cochiti Dam, NM",1986
10/31/1986,1400,"Rio Grande Below Cochiti Dam, NM",1986
11/1/1986,2940,"Rio Grande Below Cochiti Dam, NM",1986
11/2/1986,2940,"Rio Grande Below Cochiti Dam, NM",1986
11/3/1986,2650,"Rio Grande Below Cochiti Dam, NM",1986
11/4/1986,2160,"Rio Grande Below Cochiti Dam, NM",1986
11/5/1986,2140,"Rio Grande Below Cochiti Dam, NM",1986
11/6/1986,1860,"Rio Grande Below Cochiti Dam, NM",1986
11/7/1986,2040,"Rio Grande Below Cochiti Dam, NM",1986
11/8/1986,2400,"Rio Grande Below Cochiti Dam, NM",1986
11/9/1986,2070,"Rio Grande Below Cochiti Dam, NM",1986
11/10/1986,1970,"Rio Grande Below Cochiti Dam, NM",1986
11/11/1986,2010,"Rio Grande Below Cochiti Dam, NM",1986
11/12/1986,1930,"Rio Grande Below Cochiti Dam, NM",1986
11/13/1986,1820,"Rio Grande Below Cochiti Dam, NM",1986
11/14/1986,1890,"Rio Grande Below Cochiti Dam, NM",1986
11/15/1986,1960,"Rio Grande Below Cochiti Dam, NM",1986
11/16/1986,2090,"Rio Grande Below Cochiti Dam, NM",1986
11/17/1986,2020,"Rio Grande Below Cochiti Dam, NM",1986
11/18/1986,1920,"Rio Grande Below Cochiti Dam, NM",1986
11/19/1986,2090,"Rio Grande Below Cochiti Dam, NM",1986
11/20/1986,2200,"Rio Grande Below Cochiti Dam, NM",1986
11/21/1986,1170,"Rio Grande Below Cochiti Dam, NM",1986
11/22/1986,1070,"Rio Grande Below Cochiti Dam, NM",1986
11/23/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
11/24/1986,1330,"Rio Grande Below Cochiti Dam, NM",1986
11/25/1986,1330,"Rio Grande Below Cochiti Dam, NM",1986
11/26/1986,1360,"Rio Grande Below Cochiti Dam, NM",1986
11/27/1986,1400,"Rio Grande Below Cochiti Dam, NM",1986
11/28/1986,1420,"Rio Grande Below Cochiti Dam, NM",1986
11/29/1986,1420,"Rio Grande Below Cochiti Dam, NM",1986
11/30/1986,1430,"Rio Grande Below Cochiti Dam, NM",1986
12/1/1986,1430,"Rio Grande Below Cochiti Dam, NM",1986
12/2/1986,1450,"Rio Grande Below Cochiti Dam, NM",1986
12/3/1986,1450,"Rio Grande Below Cochiti Dam, NM",1986
12/4/1986,1460,"Rio Grande Below Cochiti Dam, NM",1986
12/5/1986,1710,"Rio Grande Below Cochiti Dam, NM",1986
12/6/1986,2040,"Rio Grande Below Cochiti Dam, NM",1986
12/7/1986,2040,"Rio Grande Below Cochiti Dam, NM",1986
12/8/1986,2040,"Rio Grande Below Cochiti Dam, NM",1986
12/9/1986,1950,"Rio Grande Below Cochiti Dam, NM",1986
12/10/1986,1890,"Rio Grande Below Cochiti Dam, NM",1986
12/11/1986,1890,"Rio Grande Below Cochiti Dam, NM",1986
12/12/1986,1890,"Rio Grande Below Cochiti Dam, NM",1986
12/13/1986,1890,"Rio Grande Below Cochiti Dam, NM",1986
12/14/1986,1870,"Rio Grande Below Cochiti Dam, NM",1986
12/15/1986,2000,"Rio Grande Below Cochiti Dam, NM",1986
12/16/1986,2130,"Rio Grande Below Cochiti Dam, NM",1986
12/17/1986,2120,"Rio Grande Below Cochiti Dam, NM",1986
12/18/1986,1960,"Rio Grande Below Cochiti Dam, NM",1986
12/19/1986,1830,"Rio Grande Below Cochiti Dam, NM",1986
12/20/1986,1820,"Rio Grande Below Cochiti Dam, NM",1986
12/21/1986,1820,"Rio Grande Below Cochiti Dam, NM",1986
12/22/1986,1820,"Rio Grande Below Cochiti Dam, NM",1986
12/23/1986,1810,"Rio Grande Below Cochiti Dam, NM",1986
12/24/1986,1810,"Rio Grande Below Cochiti Dam, NM",1986
12/25/1986,1810,"Rio Grande Below Cochiti Dam, NM",1986
12/26/1986,1800,"Rio Grande Below Cochiti Dam, NM",1986
12/27/1986,1790,"Rio Grande Below Cochiti Dam, NM",1986
12/28/1986,1780,"Rio Grande Below Cochiti Dam, NM",1986
12/29/1986,1500,"Rio Grande Below Cochiti Dam, NM",1986
12/30/1986,1320,"Rio Grande Below Cochiti Dam, NM",1986
12/31/1986,1290,"Rio Grande Below Cochiti Dam, NM",1986
1/1/1987,1310,"Rio Grande Below Cochiti Dam, NM",1987
1/2/1987,1360,"Rio Grande Below Cochiti Dam, NM",1987
1/3/1987,1380,"Rio Grande Below Cochiti Dam, NM",1987
1/4/1987,1260,"Rio Grande Below Cochiti Dam, NM",1987
1/5/1987,1210,"Rio Grande Below Cochiti Dam, NM",1987
1/6/1987,1210,"Rio Grande Below Cochiti Dam, NM",1987
1/7/1987,1220,"Rio Grande Below Cochiti Dam, NM",1987
1/8/1987,1220,"Rio Grande Below Cochiti Dam, NM",1987
1/9/1987,1220,"Rio Grande Below Cochiti Dam, NM",1987
1/10/1987,1220,"Rio Grande Below Cochiti Dam, NM",1987
1/11/1987,1090,"Rio Grande Below Cochiti Dam, NM",1987
1/12/1987,956,"Rio Grande Below Cochiti Dam, NM",1987
1/13/1987,1010,"Rio Grande Below Cochiti Dam, NM",1987
1/14/1987,1010,"Rio Grande Below Cochiti Dam, NM",1987
1/15/1987,981,"Rio Grande Below Cochiti Dam, NM",1987
1/16/1987,962,"Rio Grande Below Cochiti Dam, NM",1987
1/17/1987,1010,"Rio Grande Below Cochiti Dam, NM",1987
1/18/1987,1060,"Rio Grande Below Cochiti Dam, NM",1987
1/19/1987,905,"Rio Grande Below Cochiti Dam, NM",1987
1/20/1987,730,"Rio Grande Below Cochiti Dam, NM",1987
1/21/1987,797,"Rio Grande Below Cochiti Dam, NM",1987
1/22/1987,878,"Rio Grande Below Cochiti Dam, NM",1987
1/23/1987,920,"Rio Grande Below Cochiti Dam, NM",1987
1/24/1987,1090,"Rio Grande Below Cochiti Dam, NM",1987
1/25/1987,1490,"Rio Grande Below Cochiti Dam, NM",1987
1/26/1987,1630,"Rio Grande Below Cochiti Dam, NM",1987
1/27/1987,1580,"Rio Grande Below Cochiti Dam, NM",1987
1/28/1987,1540,"Rio Grande Below Cochiti Dam, NM",1987
1/29/1987,1750,"Rio Grande Below Cochiti Dam, NM",1987
1/30/1987,2450,"Rio Grande Below Cochiti Dam, NM",1987
1/31/1987,2790,"Rio Grande Below Cochiti Dam, NM",1987
2/1/1987,2750,"Rio Grande Below Cochiti Dam, NM",1987
2/2/1987,2550,"Rio Grande Below Cochiti Dam, NM",1987
2/3/1987,2460,"Rio Grande Below Cochiti Dam, NM",1987
2/4/1987,2460,"Rio Grande Below Cochiti Dam, NM",1987
2/5/1987,2140,"Rio Grande Below Cochiti Dam, NM",1987
2/6/1987,1120,"Rio Grande Below Cochiti Dam, NM",1987
2/7/1987,905,"Rio Grande Below Cochiti Dam, NM",1987
2/8/1987,925,"Rio Grande Below Cochiti Dam, NM",1987
2/9/1987,1940,"Rio Grande Below Cochiti Dam, NM",1987
2/10/1987,3090,"Rio Grande Below Cochiti Dam, NM",1987
2/11/1987,3070,"Rio Grande Below Cochiti Dam, NM",1987
2/12/1987,3100,"Rio Grande Below Cochiti Dam, NM",1987
2/13/1987,3120,"Rio Grande Below Cochiti Dam, NM",1987
2/14/1987,3100,"Rio Grande Below Cochiti Dam, NM",1987
2/15/1987,3090,"Rio Grande Below Cochiti Dam, NM",1987
2/16/1987,3070,"Rio Grande Below Cochiti Dam, NM",1987
2/17/1987,3060,"Rio Grande Below Cochiti Dam, NM",1987
2/18/1987,3040,"Rio Grande Below Cochiti Dam, NM",1987
2/19/1987,3030,"Rio Grande Below Cochiti Dam, NM",1987
2/20/1987,3020,"Rio Grande Below Cochiti Dam, NM",1987
2/21/1987,3000,"Rio Grande Below Cochiti Dam, NM",1987
2/22/1987,2990,"Rio Grande Below Cochiti Dam, NM",1987
2/23/1987,2840,"Rio Grande Below Cochiti Dam, NM",1987
2/24/1987,2560,"Rio Grande Below Cochiti Dam, NM",1987
2/25/1987,2560,"Rio Grande Below Cochiti Dam, NM",1987
2/26/1987,2560,"Rio Grande Below Cochiti Dam, NM",1987
2/27/1987,2280,"Rio Grande Below Cochiti Dam, NM",1987
2/28/1987,1820,"Rio Grande Below Cochiti Dam, NM",1987
3/1/1987,1840,"Rio Grande Below Cochiti Dam, NM",1987
3/2/1987,1810,"Rio Grande Below Cochiti Dam, NM",1987
3/3/1987,1780,"Rio Grande Below Cochiti Dam, NM",1987
3/4/1987,1790,"Rio Grande Below Cochiti Dam, NM",1987
3/5/1987,1940,"Rio Grande Below Cochiti Dam, NM",1987
3/6/1987,2050,"Rio Grande Below Cochiti Dam, NM",1987
3/7/1987,2070,"Rio Grande Below Cochiti Dam, NM",1987
3/8/1987,2080,"Rio Grande Below Cochiti Dam, NM",1987
3/9/1987,2220,"Rio Grande Below Cochiti Dam, NM",1987
3/10/1987,2360,"Rio Grande Below Cochiti Dam, NM",1987
3/11/1987,2320,"Rio Grande Below Cochiti Dam, NM",1987
3/12/1987,2370,"Rio Grande Below Cochiti Dam, NM",1987
3/13/1987,2420,"Rio Grande Below Cochiti Dam, NM",1987
3/14/1987,2390,"Rio Grande Below Cochiti Dam, NM",1987
3/15/1987,2440,"Rio Grande Below Cochiti Dam, NM",1987
3/16/1987,2450,"Rio Grande Below Cochiti Dam, NM",1987
3/17/1987,2380,"Rio Grande Below Cochiti Dam, NM",1987
3/18/1987,2490,"Rio Grande Below Cochiti Dam, NM",1987
3/19/1987,2510,"Rio Grande Below Cochiti Dam, NM",1987
3/20/1987,2740,"Rio Grande Below Cochiti Dam, NM",1987
3/21/1987,3140,"Rio Grande Below Cochiti Dam, NM",1987
3/22/1987,3140,"Rio Grande Below Cochiti Dam, NM",1987
3/23/1987,3140,"Rio Grande Below Cochiti Dam, NM",1987
3/24/1987,2760,"Rio Grande Below Cochiti Dam, NM",1987
3/25/1987,2320,"Rio Grande Below Cochiti Dam, NM",1987
3/26/1987,2250,"Rio Grande Below Cochiti Dam, NM",1987
3/27/1987,2270,"Rio Grande Below Cochiti Dam, NM",1987
3/28/1987,2280,"Rio Grande Below Cochiti Dam, NM",1987
3/29/1987,2290,"Rio Grande Below Cochiti Dam, NM",1987
3/30/1987,2290,"Rio Grande Below Cochiti Dam, NM",1987
3/31/1987,2380,"Rio Grande Below Cochiti Dam, NM",1987
4/1/1987,2520,"Rio Grande Below Cochiti Dam, NM",1987
4/2/1987,2550,"Rio Grande Below Cochiti Dam, NM",1987
4/3/1987,2590,"Rio Grande Below Cochiti Dam, NM",1987
4/4/1987,2580,"Rio Grande Below Cochiti Dam, NM",1987
4/5/1987,2560,"Rio Grande Below Cochiti Dam, NM",1987
4/6/1987,2530,"Rio Grande Below Cochiti Dam, NM",1987
4/7/1987,2550,"Rio Grande Below Cochiti Dam, NM",1987
4/8/1987,2530,"Rio Grande Below Cochiti Dam, NM",1987
4/9/1987,2570,"Rio Grande Below Cochiti Dam, NM",1987
4/10/1987,2480,"Rio Grande Below Cochiti Dam, NM",1987
4/11/1987,2370,"Rio Grande Below Cochiti Dam, NM",1987
4/12/1987,2350,"Rio Grande Below Cochiti Dam, NM",1987
4/13/1987,2460,"Rio Grande Below Cochiti Dam, NM",1987
4/14/1987,2470,"Rio Grande Below Cochiti Dam, NM",1987
4/15/1987,2490,"Rio Grande Below Cochiti Dam, NM",1987
4/16/1987,2480,"Rio Grande Below Cochiti Dam, NM",1987
4/17/1987,2030,"Rio Grande Below Cochiti Dam, NM",1987
4/18/1987,1090,"Rio Grande Below Cochiti Dam, NM",1987
4/19/1987,913,"Rio Grande Below Cochiti Dam, NM",1987
4/20/1987,930,"Rio Grande Below Cochiti Dam, NM",1987
4/21/1987,1510,"Rio Grande Below Cochiti Dam, NM",1987
4/22/1987,2790,"Rio Grande Below Cochiti Dam, NM",1987
4/23/1987,3070,"Rio Grande Below Cochiti Dam, NM",1987
4/24/1987,3090,"Rio Grande Below Cochiti Dam, NM",1987
4/25/1987,3130,"Rio Grande Below Cochiti Dam, NM",1987
4/26/1987,3160,"Rio Grande Below Cochiti Dam, NM",1987
4/27/1987,3190,"Rio Grande Below Cochiti Dam, NM",1987
4/28/1987,3220,"Rio Grande Below Cochiti Dam, NM",1987
4/29/1987,3240,"Rio Grande Below Cochiti Dam, NM",1987
4/30/1987,3270,"Rio Grande Below Cochiti Dam, NM",1987
5/1/1987,3390,"Rio Grande Below Cochiti Dam, NM",1987
5/2/1987,3500,"Rio Grande Below Cochiti Dam, NM",1987
5/3/1987,3520,"Rio Grande Below Cochiti Dam, NM",1987
5/4/1987,3540,"Rio Grande Below Cochiti Dam, NM",1987
5/5/1987,3550,"Rio Grande Below Cochiti Dam, NM",1987
5/6/1987,3550,"Rio Grande Below Cochiti Dam, NM",1987
5/7/1987,3780,"Rio Grande Below Cochiti Dam, NM",1987
5/8/1987,4370,"Rio Grande Below Cochiti Dam, NM",1987
5/9/1987,4480,"Rio Grande Below Cochiti Dam, NM",1987
5/10/1987,4480,"Rio Grande Below Cochiti Dam, NM",1987
5/11/1987,4460,"Rio Grande Below Cochiti Dam, NM",1987
5/12/1987,4400,"Rio Grande Below Cochiti Dam, NM",1987
5/13/1987,4490,"Rio Grande Below Cochiti Dam, NM",1987
5/14/1987,4450,"Rio Grande Below Cochiti Dam, NM",1987
5/15/1987,4590,"Rio Grande Below Cochiti Dam, NM",1987
5/16/1987,4380,"Rio Grande Below Cochiti Dam, NM",1987
5/17/1987,4510,"Rio Grande Below Cochiti Dam, NM",1987
5/18/1987,4500,"Rio Grande Below Cochiti Dam, NM",1987
5/19/1987,4460,"Rio Grande Below Cochiti Dam, NM",1987
5/20/1987,4490,"Rio Grande Below Cochiti Dam, NM",1987
5/21/1987,4390,"Rio Grande Below Cochiti Dam, NM",1987
5/22/1987,4460,"Rio Grande Below Cochiti Dam, NM",1987
5/23/1987,4570,"Rio Grande Below Cochiti Dam, NM",1987
5/24/1987,4380,"Rio Grande Below Cochiti Dam, NM",1987
5/25/1987,4680,"Rio Grande Below Cochiti Dam, NM",1987
5/26/1987,4690,"Rio Grande Below Cochiti Dam, NM",1987
5/27/1987,4670,"Rio Grande Below Cochiti Dam, NM",1987
5/28/1987,4710,"Rio Grande Below Cochiti Dam, NM",1987
5/29/1987,4690,"Rio Grande Below Cochiti Dam, NM",1987
5/30/1987,4700,"Rio Grande Below Cochiti Dam, NM",1987
5/31/1987,4650,"Rio Grande Below Cochiti Dam, NM",1987
6/1/1987,4680,"Rio Grande Below Cochiti Dam, NM",1987
6/2/1987,4700,"Rio Grande Below Cochiti Dam, NM",1987
6/3/1987,4540,"Rio Grande Below Cochiti Dam, NM",1987
6/4/1987,4360,"Rio Grande Below Cochiti Dam, NM",1987
6/5/1987,4310,"Rio Grande Below Cochiti Dam, NM",1987
6/6/1987,4200,"Rio Grande Below Cochiti Dam, NM",1987
6/7/1987,4200,"Rio Grande Below Cochiti Dam, NM",1987
6/8/1987,4030,"Rio Grande Below Cochiti Dam, NM",1987
6/9/1987,3460,"Rio Grande Below Cochiti Dam, NM",1987
6/10/1987,2850,"Rio Grande Below Cochiti Dam, NM",1987
6/11/1987,2870,"Rio Grande Below Cochiti Dam, NM",1987
6/12/1987,2900,"Rio Grande Below Cochiti Dam, NM",1987
6/13/1987,2930,"Rio Grande Below Cochiti Dam, NM",1987
6/14/1987,2970,"Rio Grande Below Cochiti Dam, NM",1987
6/15/1987,3010,"Rio Grande Below Cochiti Dam, NM",1987
6/16/1987,3060,"Rio Grande Below Cochiti Dam, NM",1987
6/17/1987,3110,"Rio Grande Below Cochiti Dam, NM",1987
6/18/1987,3160,"Rio Grande Below Cochiti Dam, NM",1987
6/19/1987,3550,"Rio Grande Below Cochiti Dam, NM",1987
6/20/1987,3940,"Rio Grande Below Cochiti Dam, NM",1987
6/21/1987,3950,"Rio Grande Below Cochiti Dam, NM",1987
6/22/1987,3970,"Rio Grande Below Cochiti Dam, NM",1987
6/23/1987,3990,"Rio Grande Below Cochiti Dam, NM",1987
6/24/1987,3980,"Rio Grande Below Cochiti Dam, NM",1987
6/25/1987,3970,"Rio Grande Below Cochiti Dam, NM",1987
6/26/1987,3960,"Rio Grande Below Cochiti Dam, NM",1987
6/27/1987,3950,"Rio Grande Below Cochiti Dam, NM",1987
6/28/1987,3940,"Rio Grande Below Cochiti Dam, NM",1987
6/29/1987,4180,"Rio Grande Below Cochiti Dam, NM",1987
6/30/1987,4790,"Rio Grande Below Cochiti Dam, NM",1987
7/1/1987,5040,"Rio Grande Below Cochiti Dam, NM",1987
7/2/1987,5020,"Rio Grande Below Cochiti Dam, NM",1987
7/3/1987,4990,"Rio Grande Below Cochiti Dam, NM",1987
7/4/1987,4970,"Rio Grande Below Cochiti Dam, NM",1987
7/5/1987,4950,"Rio Grande Below Cochiti Dam, NM",1987
7/6/1987,4850,"Rio Grande Below Cochiti Dam, NM",1987
7/7/1987,4890,"Rio Grande Below Cochiti Dam, NM",1987
7/8/1987,4810,"Rio Grande Below Cochiti Dam, NM",1987
7/9/1987,4830,"Rio Grande Below Cochiti Dam, NM",1987
7/10/1987,4810,"Rio Grande Below Cochiti Dam, NM",1987
7/11/1987,5160,"Rio Grande Below Cochiti Dam, NM",1987
7/12/1987,5340,"Rio Grande Below Cochiti Dam, NM",1987
7/13/1987,5310,"Rio Grande Below Cochiti Dam, NM",1987
7/14/1987,5270,"Rio Grande Below Cochiti Dam, NM",1987
7/15/1987,5230,"Rio Grande Below Cochiti Dam, NM",1987
7/16/1987,5310,"Rio Grande Below Cochiti Dam, NM",1987
7/17/1987,5630,"Rio Grande Below Cochiti Dam, NM",1987
7/18/1987,5770,"Rio Grande Below Cochiti Dam, NM",1987
7/19/1987,5730,"Rio Grande Below Cochiti Dam, NM",1987
7/20/1987,5690,"Rio Grande Below Cochiti Dam, NM",1987
7/21/1987,5820,"Rio Grande Below Cochiti Dam, NM",1987
7/22/1987,5910,"Rio Grande Below Cochiti Dam, NM",1987
7/23/1987,5630,"Rio Grande Below Cochiti Dam, NM",1987
7/24/1987,4870,"Rio Grande Below Cochiti Dam, NM",1987
7/25/1987,3900,"Rio Grande Below Cochiti Dam, NM",1987
7/26/1987,3610,"Rio Grande Below Cochiti Dam, NM",1987
7/27/1987,3590,"Rio Grande Below Cochiti Dam, NM",1987
7/28/1987,3690,"Rio Grande Below Cochiti Dam, NM",1987
7/29/1987,3790,"Rio Grande Below Cochiti Dam, NM",1987
7/30/1987,3760,"Rio Grande Below Cochiti Dam, NM",1987
7/31/1987,3540,"Rio Grande Below Cochiti Dam, NM",1987
8/1/1987,3350,"Rio Grande Below Cochiti Dam, NM",1987
8/2/1987,3330,"Rio Grande Below Cochiti Dam, NM",1987
8/3/1987,3310,"Rio Grande Below Cochiti Dam, NM",1987
8/4/1987,3100,"Rio Grande Below Cochiti Dam, NM",1987
8/5/1987,2840,"Rio Grande Below Cochiti Dam, NM",1987
8/6/1987,2830,"Rio Grande Below Cochiti Dam, NM",1987
8/7/1987,1590,"Rio Grande Below Cochiti Dam, NM",1987
8/8/1987,782,"Rio Grande Below Cochiti Dam, NM",1987
8/9/1987,771,"Rio Grande Below Cochiti Dam, NM",1987
8/10/1987,790,"Rio Grande Below Cochiti Dam, NM",1987
8/11/1987,781,"Rio Grande Below Cochiti Dam, NM",1987
8/12/1987,578,"Rio Grande Below Cochiti Dam, NM",1987
8/13/1987,400,"Rio Grande Below Cochiti Dam, NM",1987
8/14/1987,405,"Rio Grande Below Cochiti Dam, NM",1987
8/15/1987,406,"Rio Grande Below Cochiti Dam, NM",1987
8/16/1987,391,"Rio Grande Below Cochiti Dam, NM",1987
8/17/1987,367,"Rio Grande Below Cochiti Dam, NM",1987
8/18/1987,340,"Rio Grande Below Cochiti Dam, NM",1987
8/19/1987,328,"Rio Grande Below Cochiti Dam, NM",1987
8/20/1987,317,"Rio Grande Below Cochiti Dam, NM",1987
8/21/1987,308,"Rio Grande Below Cochiti Dam, NM",1987
8/22/1987,493,"Rio Grande Below Cochiti Dam, NM",1987
8/23/1987,586,"Rio Grande Below Cochiti Dam, NM",1987
8/24/1987,592,"Rio Grande Below Cochiti Dam, NM",1987
