Date & Time,Flow (cfs),Location,Year,,,
8/15/1978,325,"Rio Grande at San Felipe, NM",1978,,,
8/16/1978,320,"Rio Grande at San Felipe, NM",1978,,,
8/17/1978,315,"Rio Grande at San Felipe, NM",1978,,,
8/18/1978,407,"Rio Grande at San Felipe, NM",1978,,,
8/19/1978,1050,"Rio Grande at San Felipe, NM",1978,,,
8/20/1978,1030,"Rio Grande at San Felipe, NM",1978,,,
8/21/1978,916,"Rio Grande at San Felipe, NM",1978,,,
8/22/1978,396,"Rio Grande at San Felipe, NM",1978,,,
8/23/1978,224,"Rio Grande at San Felipe, NM",1978,,,
8/24/1978,166,"Rio Grande at San Felipe, NM",1978,,,
8/25/1978,137,"Rio Grande at San Felipe, NM",1978,,,
8/26/1978,125,"Rio Grande at San Felipe, NM",1978,,,
8/27/1978,117,"Rio Grande at San Felipe, NM",1978,,,
8/28/1978,67,"Rio Grande at San Felipe, NM",1978,,,
8/29/1978,107,"Rio Grande at San Felipe, NM",1978,,,
8/30/1978,465,"Rio Grande at San Felipe, NM",1978,,,
8/31/1978,699,"Rio Grande at San Felipe, NM",1978,,,
9/1/1978,709,"Rio Grande at San Felipe, NM",1978,,,
9/2/1978,613,"Rio Grande at San Felipe, NM",1978,,,
9/3/1978,790,"Rio Grande at San Felipe, NM",1978,,,
9/4/1978,993,"Rio Grande at San Felipe, NM",1978,,,
9/5/1978,940,"Rio Grande at San Felipe, NM",1978,,,
9/6/1978,426,"Rio Grande at San Felipe, NM",1978,,,
9/7/1978,198,"Rio Grande at San Felipe, NM",1978,,,
9/8/1978,186,"Rio Grande at San Felipe, NM",1978,,,
9/9/1978,191,"Rio Grande at San Felipe, NM",1978,,,
9/10/1978,131,"Rio Grande at San Felipe, NM",1978,,,
9/11/1978,215,"Rio Grande at San Felipe, NM",1978,,,
9/12/1978,168,"Rio Grande at San Felipe, NM",1978,,,
9/13/1978,124,"Rio Grande at San Felipe, NM",1978,,,
9/14/1978,213,"Rio Grande at San Felipe, NM",1978,,,
9/15/1978,567,"Rio Grande at San Felipe, NM",1978,,,
9/16/1978,496,"Rio Grande at San Felipe, NM",1978,,,
9/17/1978,477,"Rio Grande at San Felipe, NM",1978,,,
9/18/1978,393,"Rio Grande at San Felipe, NM",1978,,,
9/19/1978,475,"Rio Grande at San Felipe, NM",1978,,,
9/20/1978,470,"Rio Grande at San Felipe, NM",1978,,,
9/21/1978,447,"Rio Grande at San Felipe, NM",1978,,,
9/22/1978,440,"Rio Grande at San Felipe, NM",1978,,,
9/23/1978,442,"Rio Grande at San Felipe, NM",1978,,,
9/24/1978,455,"Rio Grande at San Felipe, NM",1978,,,
9/25/1978,494,"Rio Grande at San Felipe, NM",1978,,,
9/26/1978,478,"Rio Grande at San Felipe, NM",1978,,,
9/27/1978,466,"Rio Grande at San Felipe, NM",1978,,,
9/28/1978,463,"Rio Grande at San Felipe, NM",1978,,,
9/29/1978,425,"Rio Grande at San Felipe, NM",1978,,,
9/30/1978,207,"Rio Grande at San Felipe, NM",1978,,,
10/1/1978,191,"Rio Grande at San Felipe, NM",1978,,,
10/2/1978,188,"Rio Grande at San Felipe, NM",1978,,,
10/3/1978,218,"Rio Grande at San Felipe, NM",1978,,,
10/4/1978,192,"Rio Grande at San Felipe, NM",1978,,,
10/5/1978,182,"Rio Grande at San Felipe, NM",1978,,,
10/6/1978,147,"Rio Grande at San Felipe, NM",1978,,,
10/7/1978,136,"Rio Grande at San Felipe, NM",1978,,,
10/8/1978,187,"Rio Grande at San Felipe, NM",1978,,,
10/9/1978,111,"Rio Grande at San Felipe, NM",1978,,,
10/10/1978,240,"Rio Grande at San Felipe, NM",1978,,,
10/11/1978,119,"Rio Grande at San Felipe, NM",1978,,,
10/12/1978,146,"Rio Grande at San Felipe, NM",1978,,,
10/13/1978,182,"Rio Grande at San Felipe, NM",1978,,,
10/14/1978,208,"Rio Grande at San Felipe, NM",1978,,,
10/15/1978,178,"Rio Grande at San Felipe, NM",1978,,,
10/16/1978,221,"Rio Grande at San Felipe, NM",1978,,,
10/17/1978,235,"Rio Grande at San Felipe, NM",1978,,,
10/18/1978,169,"Rio Grande at San Felipe, NM",1978,,,
10/19/1978,172,"Rio Grande at San Felipe, NM",1978,,,
10/20/1978,269,"Rio Grande at San Felipe, NM",1978,,,
10/21/1978,489,"Rio Grande at San Felipe, NM",1978,,,
10/22/1978,526,"Rio Grande at San Felipe, NM",1978,,,
10/23/1978,586,"Rio Grande at San Felipe, NM",1978,,,
10/24/1978,657,"Rio Grande at San Felipe, NM",1978,,,
10/25/1978,703,"Rio Grande at San Felipe, NM",1978,,,
10/26/1978,648,"Rio Grande at San Felipe, NM",1978,,,
10/27/1978,717,"Rio Grande at San Felipe, NM",1978,,,
10/28/1978,681,"Rio Grande at San Felipe, NM",1978,,,
10/29/1978,574,"Rio Grande at San Felipe, NM",1978,,,
10/30/1978,607,"Rio Grande at San Felipe, NM",1978,,,
10/31/1978,601,"Rio Grande at San Felipe, NM",1978,,,
11/1/1978,626,"Rio Grande at San Felipe, NM",1978,,,
11/2/1978,589,"Rio Grande at San Felipe, NM",1978,,,
11/3/1978,777,"Rio Grande at San Felipe, NM",1978,,,
11/4/1978,937,"Rio Grande at San Felipe, NM",1978,,,
11/5/1978,916,"Rio Grande at San Felipe, NM",1978,,,
11/6/1978,838,"Rio Grande at San Felipe, NM",1978,,,
11/7/1978,580,"Rio Grande at San Felipe, NM",1978,,,
11/8/1978,590,"Rio Grande at San Felipe, NM",1978,,,
11/9/1978,600,"Rio Grande at San Felipe, NM",1978,,,
11/10/1978,620,"Rio Grande at San Felipe, NM",1978,,,
11/11/1978,640,"Rio Grande at San Felipe, NM",1978,,,
11/12/1978,700,"Rio Grande at San Felipe, NM",1978,,,
11/13/1978,796,"Rio Grande at San Felipe, NM",1978,,,
11/14/1978,728,"Rio Grande at San Felipe, NM",1978,,,
11/15/1978,669,"Rio Grande at San Felipe, NM",1978,,,
11/16/1978,774,"Rio Grande at San Felipe, NM",1978,,,
11/17/1978,720,"Rio Grande at San Felipe, NM",1978,,,
11/18/1978,745,"Rio Grande at San Felipe, NM",1978,,,
11/19/1978,714,"Rio Grande at San Felipe, NM",1978,,,
11/20/1978,644,"Rio Grande at San Felipe, NM",1978,,,
11/21/1978,611,"Rio Grande at San Felipe, NM",1978,,,
11/22/1978,623,"Rio Grande at San Felipe, NM",1978,,,
11/23/1978,641,"Rio Grande at San Felipe, NM",1978,,,
11/24/1978,647,"Rio Grande at San Felipe, NM",1978,,,
11/25/1978,803,"Rio Grande at San Felipe, NM",1978,,,
11/26/1978,1100,"Rio Grande at San Felipe, NM",1978,,,
11/27/1978,831,"Rio Grande at San Felipe, NM",1978,,,
11/28/1978,838,"Rio Grande at San Felipe, NM",1978,,,
11/29/1978,750,"Rio Grande at San Felipe, NM",1978,,,
11/30/1978,697,"Rio Grande at San Felipe, NM",1978,,,
12/1/1978,676,"Rio Grande at San Felipe, NM",1978,,,
12/2/1978,651,"Rio Grande at San Felipe, NM",1978,,,
12/3/1978,593,"Rio Grande at San Felipe, NM",1978,,,
12/4/1978,623,"Rio Grande at San Felipe, NM",1978,,,
12/5/1978,623,"Rio Grande at San Felipe, NM",1978,,,
12/6/1978,560,"Rio Grande at San Felipe, NM",1978,,,
12/7/1978,590,"Rio Grande at San Felipe, NM",1978,,,
12/8/1978,584,"Rio Grande at San Felipe, NM",1978,,,
12/9/1978,427,"Rio Grande at San Felipe, NM",1978,,,
12/10/1978,363,"Rio Grande at San Felipe, NM",1978,,,
12/11/1978,366,"Rio Grande at San Felipe, NM",1978,,,
12/12/1978,668,"Rio Grande at San Felipe, NM",1978,,,
12/13/1978,819,"Rio Grande at San Felipe, NM",1978,,,
12/14/1978,927,"Rio Grande at San Felipe, NM",1978,,,
12/15/1978,907,"Rio Grande at San Felipe, NM",1978,,,
12/16/1978,972,"Rio Grande at San Felipe, NM",1978,,,
12/17/1978,869,"Rio Grande at San Felipe, NM",1978,,,
12/18/1978,761,"Rio Grande at San Felipe, NM",1978,,,
12/19/1978,895,"Rio Grande at San Felipe, NM",1978,,,
12/20/1978,1200,"Rio Grande at San Felipe, NM",1978,,,
12/21/1978,1150,"Rio Grande at San Felipe, NM",1978,,,
12/22/1978,900,"Rio Grande at San Felipe, NM",1978,,,
12/23/1978,700,"Rio Grande at San Felipe, NM",1978,,,
12/24/1978,560,"Rio Grande at San Felipe, NM",1978,,,
12/25/1978,540,"Rio Grande at San Felipe, NM",1978,,,
12/26/1978,540,"Rio Grande at San Felipe, NM",1978,,,
12/27/1978,550,"Rio Grande at San Felipe, NM",1978,,,
12/28/1978,560,"Rio Grande at San Felipe, NM",1978,,,
12/29/1978,580,"Rio Grande at San Felipe, NM",1978,,,
12/30/1978,640,"Rio Grande at San Felipe, NM",1978,,,
12/31/1978,730,"Rio Grande at San Felipe, NM",1978,,,
1/1/1979,600,"Rio Grande at San Felipe, NM",1979,,,
1/2/1979,500,"Rio Grande at San Felipe, NM",1979,,,
1/3/1979,469,"Rio Grande at San Felipe, NM",1979,,,
1/4/1979,477,"Rio Grande at San Felipe, NM",1979,,,
1/5/1979,584,"Rio Grande at San Felipe, NM",1979,,,
1/6/1979,560,"Rio Grande at San Felipe, NM",1979,,,
1/7/1979,613,"Rio Grande at San Felipe, NM",1979,,,
1/8/1979,675,"Rio Grande at San Felipe, NM",1979,,,
1/9/1979,562,"Rio Grande at San Felipe, NM",1979,,,
1/10/1979,471,"Rio Grande at San Felipe, NM",1979,,,
1/11/1979,497,"Rio Grande at San Felipe, NM",1979,,,
1/12/1979,605,"Rio Grande at San Felipe, NM",1979,,,
1/13/1979,596,"Rio Grande at San Felipe, NM",1979,,,
1/14/1979,549,"Rio Grande at San Felipe, NM",1979,,,
1/15/1979,548,"Rio Grande at San Felipe, NM",1979,,,
1/16/1979,529,"Rio Grande at San Felipe, NM",1979,,,
1/17/1979,561,"Rio Grande at San Felipe, NM",1979,,,
1/18/1979,708,"Rio Grande at San Felipe, NM",1979,,,
1/19/1979,829,"Rio Grande at San Felipe, NM",1979,,,
1/20/1979,777,"Rio Grande at San Felipe, NM",1979,,,
1/21/1979,651,"Rio Grande at San Felipe, NM",1979,,,
1/22/1979,614,"Rio Grande at San Felipe, NM",1979,,,
1/23/1979,616,"Rio Grande at San Felipe, NM",1979,,,
1/24/1979,591,"Rio Grande at San Felipe, NM",1979,,,
1/25/1979,561,"Rio Grande at San Felipe, NM",1979,,,
1/26/1979,586,"Rio Grande at San Felipe, NM",1979,,,
1/27/1979,633,"Rio Grande at San Felipe, NM",1979,,,
1/28/1979,575,"Rio Grande at San Felipe, NM",1979,,,
1/29/1979,507,"Rio Grande at San Felipe, NM",1979,,,
1/30/1979,573,"Rio Grande at San Felipe, NM",1979,,,
1/31/1979,462,"Rio Grande at San Felipe, NM",1979,,,
2/1/1979,565,"Rio Grande at San Felipe, NM",1979,,,
2/2/1979,535,"Rio Grande at San Felipe, NM",1979,,,
2/3/1979,665,"Rio Grande at San Felipe, NM",1979,,,
2/4/1979,661,"Rio Grande at San Felipe, NM",1979,,,
2/5/1979,590,"Rio Grande at San Felipe, NM",1979,,,
2/6/1979,488,"Rio Grande at San Felipe, NM",1979,,,
2/7/1979,528,"Rio Grande at San Felipe, NM",1979,,,
2/8/1979,627,"Rio Grande at San Felipe, NM",1979,,,
2/9/1979,665,"Rio Grande at San Felipe, NM",1979,,,
2/10/1979,648,"Rio Grande at San Felipe, NM",1979,,,
2/11/1979,697,"Rio Grande at San Felipe, NM",1979,,,
2/12/1979,666,"Rio Grande at San Felipe, NM",1979,,,
2/13/1979,578,"Rio Grande at San Felipe, NM",1979,,,
2/14/1979,601,"Rio Grande at San Felipe, NM",1979,,,
2/15/1979,738,"Rio Grande at San Felipe, NM",1979,,,
2/16/1979,841,"Rio Grande at San Felipe, NM",1979,,,
2/17/1979,832,"Rio Grande at San Felipe, NM",1979,,,
2/18/1979,778,"Rio Grande at San Felipe, NM",1979,,,
2/19/1979,729,"Rio Grande at San Felipe, NM",1979,,,
2/20/1979,716,"Rio Grande at San Felipe, NM",1979,,,
2/21/1979,741,"Rio Grande at San Felipe, NM",1979,,,
2/22/1979,791,"Rio Grande at San Felipe, NM",1979,,,
2/23/1979,757,"Rio Grande at San Felipe, NM",1979,,,
2/24/1979,714,"Rio Grande at San Felipe, NM",1979,,,
2/25/1979,752,"Rio Grande at San Felipe, NM",1979,,,
2/26/1979,700,"Rio Grande at San Felipe, NM",1979,,,
2/27/1979,700,"Rio Grande at San Felipe, NM",1979,,,
2/28/1979,698,"Rio Grande at San Felipe, NM",1979,,,
3/1/1979,705,"Rio Grande at San Felipe, NM",1979,,,
3/2/1979,699,"Rio Grande at San Felipe, NM",1979,,,
3/3/1979,588,"Rio Grande at San Felipe, NM",1979,,,
3/4/1979,762,"Rio Grande at San Felipe, NM",1979,,,
3/5/1979,770,"Rio Grande at San Felipe, NM",1979,,,
3/6/1979,601,"Rio Grande at San Felipe, NM",1979,,,
3/7/1979,582,"Rio Grande at San Felipe, NM",1979,,,
3/8/1979,730,"Rio Grande at San Felipe, NM",1979,,,
3/9/1979,1240,"Rio Grande at San Felipe, NM",1979,,,
3/10/1979,1550,"Rio Grande at San Felipe, NM",1979,,,
3/11/1979,1380,"Rio Grande at San Felipe, NM",1979,,,
3/12/1979,1140,"Rio Grande at San Felipe, NM",1979,,,
3/13/1979,1110,"Rio Grande at San Felipe, NM",1979,,,
3/14/1979,1180,"Rio Grande at San Felipe, NM",1979,,,
3/15/1979,1500,"Rio Grande at San Felipe, NM",1979,,,
3/16/1979,1600,"Rio Grande at San Felipe, NM",1979,,,
3/17/1979,1750,"Rio Grande at San Felipe, NM",1979,,,
3/18/1979,2400,"Rio Grande at San Felipe, NM",1979,,,
3/19/1979,2850,"Rio Grande at San Felipe, NM",1979,,,
3/20/1979,1830,"Rio Grande at San Felipe, NM",1979,,,
3/21/1979,1240,"Rio Grande at San Felipe, NM",1979,,,
3/22/1979,1210,"Rio Grande at San Felipe, NM",1979,,,
3/23/1979,1310,"Rio Grande at San Felipe, NM",1979,,,
3/24/1979,1470,"Rio Grande at San Felipe, NM",1979,,,
3/25/1979,1330,"Rio Grande at San Felipe, NM",1979,,,
3/26/1979,1740,"Rio Grande at San Felipe, NM",1979,,,
3/27/1979,2320,"Rio Grande at San Felipe, NM",1979,,,
3/28/1979,2120,"Rio Grande at San Felipe, NM",1979,,,
3/29/1979,2230,"Rio Grande at San Felipe, NM",1979,,,
3/30/1979,2320,"Rio Grande at San Felipe, NM",1979,,,
3/31/1979,2240,"Rio Grande at San Felipe, NM",1979,,,
4/1/1979,2000,"Rio Grande at San Felipe, NM",1979,,,
4/2/1979,1770,"Rio Grande at San Felipe, NM",1979,,,
4/3/1979,1950,"Rio Grande at San Felipe, NM",1979,,,
4/4/1979,1600,"Rio Grande at San Felipe, NM",1979,,,
4/5/1979,1590,"Rio Grande at San Felipe, NM",1979,,,
4/6/1979,1500,"Rio Grande at San Felipe, NM",1979,,,
4/7/1979,1530,"Rio Grande at San Felipe, NM",1979,,,
4/8/1979,1520,"Rio Grande at San Felipe, NM",1979,,,
4/9/1979,2030,"Rio Grande at San Felipe, NM",1979,,,
4/10/1979,2100,"Rio Grande at San Felipe, NM",1979,,,
4/11/1979,2320,"Rio Grande at San Felipe, NM",1979,,,
4/12/1979,2360,"Rio Grande at San Felipe, NM",1979,,,
4/13/1979,2640,"Rio Grande at San Felipe, NM",1979,,,
4/14/1979,2850,"Rio Grande at San Felipe, NM",1979,,,
4/15/1979,2700,"Rio Grande at San Felipe, NM",1979,,,
4/16/1979,2280,"Rio Grande at San Felipe, NM",1979,,,
4/17/1979,2420,"Rio Grande at San Felipe, NM",1979,,,
4/18/1979,4080,"Rio Grande at San Felipe, NM",1979,,,
4/19/1979,5000,"Rio Grande at San Felipe, NM",1979,,,
4/20/1979,4940,"Rio Grande at San Felipe, NM",1979,,,
4/21/1979,4970,"Rio Grande at San Felipe, NM",1979,,,
4/22/1979,4970,"Rio Grande at San Felipe, NM",1979,,,
4/23/1979,5190,"Rio Grande at San Felipe, NM",1979,,,
4/24/1979,5750,"Rio Grande at San Felipe, NM",1979,,,
4/25/1979,5890,"Rio Grande at San Felipe, NM",1979,,,
4/26/1979,5640,"Rio Grande at San Felipe, NM",1979,,,
4/27/1979,6000,"Rio Grande at San Felipe, NM",1979,,,
4/28/1979,6140,"Rio Grande at San Felipe, NM",1979,,,
4/29/1979,6070,"Rio Grande at San Felipe, NM",1979,,,
4/30/1979,6000,"Rio Grande at San Felipe, NM",1979,,,
5/1/1979,5960,"Rio Grande at San Felipe, NM",1979,,,
5/2/1979,5860,"Rio Grande at San Felipe, NM",1979,,,
5/3/1979,5420,"Rio Grande at San Felipe, NM",1979,,,
5/4/1979,5130,"Rio Grande at San Felipe, NM",1979,,,
5/5/1979,4650,"Rio Grande at San Felipe, NM",1979,,,
5/6/1979,4620,"Rio Grande at San Felipe, NM",1979,,,
5/7/1979,4680,"Rio Grande at San Felipe, NM",1979,,,
5/8/1979,5080,"Rio Grande at San Felipe, NM",1979,,,
5/9/1979,5370,"Rio Grande at San Felipe, NM",1979,,,
5/10/1979,5560,"Rio Grande at San Felipe, NM",1979,,,
5/11/1979,5730,"Rio Grande at San Felipe, NM",1979,,,
5/12/1979,5690,"Rio Grande at San Felipe, NM",1979,,,
5/13/1979,5600,"Rio Grande at San Felipe, NM",1979,,,
5/14/1979,5250,"Rio Grande at San Felipe, NM",1979,,,
5/15/1979,4660,"Rio Grande at San Felipe, NM",1979,,,
5/16/1979,4370,"Rio Grande at San Felipe, NM",1979,,,
5/17/1979,4380,"Rio Grande at San Felipe, NM",1979,,,
5/18/1979,4690,"Rio Grande at San Felipe, NM",1979,,,
5/19/1979,5090,"Rio Grande at San Felipe, NM",1979,,,
5/20/1979,5400,"Rio Grande at San Felipe, NM",1979,,,
5/21/1979,5700,"Rio Grande at San Felipe, NM",1979,,,
5/22/1979,5860,"Rio Grande at San Felipe, NM",1979,,,
5/23/1979,5930,"Rio Grande at San Felipe, NM",1979,,,
5/24/1979,6080,"Rio Grande at San Felipe, NM",1979,,,
5/25/1979,6270,"Rio Grande at San Felipe, NM",1979,,,
5/26/1979,6310,"Rio Grande at San Felipe, NM",1979,,,
5/27/1979,6470,"Rio Grande at San Felipe, NM",1979,,,
5/28/1979,6600,"Rio Grande at San Felipe, NM",1979,,,
5/29/1979,6770,"Rio Grande at San Felipe, NM",1979,,,
5/30/1979,6830,"Rio Grande at San Felipe, NM",1979,,,
5/31/1979,6910,"Rio Grande at San Felipe, NM",1979,,,
6/1/1979,6230,"Rio Grande at San Felipe, NM",1979,,,
6/2/1979,5390,"Rio Grande at San Felipe, NM",1979,,,
6/3/1979,5620,"Rio Grande at San Felipe, NM",1979,,,
6/4/1979,6110,"Rio Grande at San Felipe, NM",1979,,,
6/5/1979,6110,"Rio Grande at San Felipe, NM",1979,,,
6/6/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
6/7/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
6/8/1979,6380,"Rio Grande at San Felipe, NM",1979,,,
6/9/1979,4760,"Rio Grande at San Felipe, NM",1979,,,
6/10/1979,6190,"Rio Grande at San Felipe, NM",1979,,,
6/11/1979,6200,"Rio Grande at San Felipe, NM",1979,,,
6/12/1979,6260,"Rio Grande at San Felipe, NM",1979,,,
6/13/1979,6320,"Rio Grande at San Felipe, NM",1979,,,
6/14/1979,6350,"Rio Grande at San Felipe, NM",1979,,,
6/15/1979,6360,"Rio Grande at San Felipe, NM",1979,,,
6/16/1979,6390,"Rio Grande at San Felipe, NM",1979,,,
6/17/1979,6420,"Rio Grande at San Felipe, NM",1979,,,
6/18/1979,6410,"Rio Grande at San Felipe, NM",1979,,,
6/19/1979,6450,"Rio Grande at San Felipe, NM",1979,,,
6/20/1979,6420,"Rio Grande at San Felipe, NM",1979,,,
6/21/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
6/22/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
6/23/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
6/24/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
6/25/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
6/26/1979,6230,"Rio Grande at San Felipe, NM",1979,,,
6/27/1979,6210,"Rio Grande at San Felipe, NM",1979,,,
6/28/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
6/29/1979,6170,"Rio Grande at San Felipe, NM",1979,,,
6/30/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
7/1/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
7/2/1979,6150,"Rio Grande at San Felipe, NM",1979,,,
7/3/1979,6130,"Rio Grande at San Felipe, NM",1979,,,
7/4/1979,6110,"Rio Grande at San Felipe, NM",1979,,,
7/5/1979,6070,"Rio Grande at San Felipe, NM",1979,,,
7/6/1979,6050,"Rio Grande at San Felipe, NM",1979,,,
7/7/1979,6060,"Rio Grande at San Felipe, NM",1979,,,
7/8/1979,5990,"Rio Grande at San Felipe, NM",1979,,,
7/9/1979,5930,"Rio Grande at San Felipe, NM",1979,,,
7/10/1979,6010,"Rio Grande at San Felipe, NM",1979,,,
7/11/1979,6180,"Rio Grande at San Felipe, NM",1979,,,
7/12/1979,6150,"Rio Grande at San Felipe, NM",1979,,,
7/13/1979,6160,"Rio Grande at San Felipe, NM",1979,,,
7/14/1979,6360,"Rio Grande at San Felipe, NM",1979,,,
7/15/1979,6340,"Rio Grande at San Felipe, NM",1979,,,
7/16/1979,6400,"Rio Grande at San Felipe, NM",1979,,,
7/17/1979,6630,"Rio Grande at San Felipe, NM",1979,,,
7/18/1979,6530,"Rio Grande at San Felipe, NM",1979,,,
7/19/1979,6810,"Rio Grande at San Felipe, NM",1979,,,
7/20/1979,6690,"Rio Grande at San Felipe, NM",1979,,,
7/21/1979,6750,"Rio Grande at San Felipe, NM",1979,,,
7/22/1979,6630,"Rio Grande at San Felipe, NM",1979,,,
7/23/1979,6480,"Rio Grande at San Felipe, NM",1979,,,
7/24/1979,6320,"Rio Grande at San Felipe, NM",1979,,,
7/25/1979,6280,"Rio Grande at San Felipe, NM",1979,,,
7/26/1979,6200,"Rio Grande at San Felipe, NM",1979,,,
7/27/1979,6060,"Rio Grande at San Felipe, NM",1979,,,
7/28/1979,5550,"Rio Grande at San Felipe, NM",1979,,,
7/29/1979,4730,"Rio Grande at San Felipe, NM",1979,,,
7/30/1979,3620,"Rio Grande at San Felipe, NM",1979,,,
7/31/1979,1800,"Rio Grande at San Felipe, NM",1979,,,
8/1/1979,1500,"Rio Grande at San Felipe, NM",1979,,,
8/2/1979,1500,"Rio Grande at San Felipe, NM",1979,,,
8/3/1979,1350,"Rio Grande at San Felipe, NM",1979,,,
8/4/1979,1200,"Rio Grande at San Felipe, NM",1979,,,
8/5/1979,1100,"Rio Grande at San Felipe, NM",1979,,,
8/6/1979,1040,"Rio Grande at San Felipe, NM",1979,,,
8/7/1979,990,"Rio Grande at San Felipe, NM",1979,,,
8/8/1979,893,"Rio Grande at San Felipe, NM",1979,,,
8/9/1979,810,"Rio Grande at San Felipe, NM",1979,,,
8/10/1979,828,"Rio Grande at San Felipe, NM",1979,,,
8/11/1979,1150,"Rio Grande at San Felipe, NM",1979,,,
8/12/1979,908,"Rio Grande at San Felipe, NM",1979,,,
8/13/1979,853,"Rio Grande at San Felipe, NM",1979,,,
8/14/1979,1020,"Rio Grande at San Felipe, NM",1979,,,
8/15/1979,1700,"Rio Grande at San Felipe, NM",1979,,,
8/16/1979,2150,"Rio Grande at San Felipe, NM",1979,,,
8/17/1979,1720,"Rio Grande at San Felipe, NM",1979,,,
8/18/1979,1340,"Rio Grande at San Felipe, NM",1979,,,
8/19/1979,1500,"Rio Grande at San Felipe, NM",1979,,,
8/20/1979,1560,"Rio Grande at San Felipe, NM",1979,,,
8/21/1979,1460,"Rio Grande at San Felipe, NM",1979,,,
8/22/1979,1360,"Rio Grande at San Felipe, NM",1979,,,
8/23/1979,1150,"Rio Grande at San Felipe, NM",1979,,,
8/24/1979,1090,"Rio Grande at San Felipe, NM",1979,,,
8/25/1979,1040,"Rio Grande at San Felipe, NM",1979,,,
8/26/1979,977,"Rio Grande at San Felipe, NM",1979,,,
8/27/1979,949,"Rio Grande at San Felipe, NM",1979,,,
8/28/1979,838,"Rio Grande at San Felipe, NM",1979,,,
8/29/1979,835,"Rio Grande at San Felipe, NM",1979,,,
8/30/1979,619,"Rio Grande at San Felipe, NM",1979,,,
8/31/1979,536,"Rio Grande at San Felipe, NM",1979,,,
9/1/1979,542,"Rio Grande at San Felipe, NM",1979,,,
9/2/1979,475,"Rio Grande at San Felipe, NM",1979,,,
9/3/1979,397,"Rio Grande at San Felipe, NM",1979,,,
9/4/1979,379,"Rio Grande at San Felipe, NM",1979,,,
9/5/1979,337,"Rio Grande at San Felipe, NM",1979,,,
9/6/1979,475,"Rio Grande at San Felipe, NM",1979,,,
9/7/1979,1490,"Rio Grande at San Felipe, NM",1979,,,
9/8/1979,1450,"Rio Grande at San Felipe, NM",1979,,,
9/9/1979,1180,"Rio Grande at San Felipe, NM",1979,,,
9/10/1979,989,"Rio Grande at San Felipe, NM",1979,,,
9/11/1979,1180,"Rio Grande at San Felipe, NM",1979,,,
9/12/1979,1120,"Rio Grande at San Felipe, NM",1979,,,
9/13/1979,1120,"Rio Grande at San Felipe, NM",1979,,,
9/14/1979,1070,"Rio Grande at San Felipe, NM",1979,,,
9/15/1979,938,"Rio Grande at San Felipe, NM",1979,,,
9/16/1979,931,"Rio Grande at San Felipe, NM",1979,,,
9/17/1979,863,"Rio Grande at San Felipe, NM",1979,,,
9/18/1979,897,"Rio Grande at San Felipe, NM",1979,,,
9/19/1979,819,"Rio Grande at San Felipe, NM",1979,,,
9/20/1979,388,"Rio Grande at San Felipe, NM",1979,,,
9/21/1979,403,"Rio Grande at San Felipe, NM",1979,,,
9/22/1979,293,"Rio Grande at San Felipe, NM",1979,,,
9/23/1979,297,"Rio Grande at San Felipe, NM",1979,,,
9/24/1979,289,"Rio Grande at San Felipe, NM",1979,,,
9/25/1979,266,"Rio Grande at San Felipe, NM",1979,,,
9/26/1979,272,"Rio Grande at San Felipe, NM",1979,,,
9/27/1979,263,"Rio Grande at San Felipe, NM",1979,,,
9/28/1979,262,"Rio Grande at San Felipe, NM",1979,,,
9/29/1979,262,"Rio Grande at San Felipe, NM",1979,,,
9/30/1979,292,"Rio Grande at San Felipe, NM",1979,,,
10/1/1979,695,"Rio Grande at San Felipe, NM",1979,,,
10/2/1979,1080,"Rio Grande at San Felipe, NM",1979,,,
10/3/1979,1100,"Rio Grande at San Felipe, NM",1979,,,
10/4/1979,1120,"Rio Grande at San Felipe, NM",1979,,,
10/5/1979,1050,"Rio Grande at San Felipe, NM",1979,,,
10/6/1979,986,"Rio Grande at San Felipe, NM",1979,,,
10/7/1979,845,"Rio Grande at San Felipe, NM",1979,,,
10/8/1979,888,"Rio Grande at San Felipe, NM",1979,,,
10/9/1979,851,"Rio Grande at San Felipe, NM",1979,,,
10/10/1979,772,"Rio Grande at San Felipe, NM",1979,,,
10/11/1979,805,"Rio Grande at San Felipe, NM",1979,,,
10/12/1979,528,"Rio Grande at San Felipe, NM",1979,,,
10/13/1979,381,"Rio Grande at San Felipe, NM",1979,,,
10/14/1979,289,"Rio Grande at San Felipe, NM",1979,,,
10/15/1979,310,"Rio Grande at San Felipe, NM",1979,,,
10/16/1979,240,"Rio Grande at San Felipe, NM",1979,,,
10/17/1979,200,"Rio Grande at San Felipe, NM",1979,,,
10/18/1979,150,"Rio Grande at San Felipe, NM",1979,,,
10/19/1979,170,"Rio Grande at San Felipe, NM",1979,,,
