Date & Time,Flow (cfs),Location,Year,,,
4/7/1954,576,"Rio Grande at San Felipe, NM",1954,,,
4/8/1954,652,"Rio Grande at San Felipe, NM",1954,,,
4/9/1954,834,"Rio Grande at San Felipe, NM",1954,,,
4/10/1954,1100,"Rio Grande at San Felipe, NM",1954,,,
4/11/1954,1200,"Rio Grande at San Felipe, NM",1954,,,
4/12/1954,1330,"Rio Grande at San Felipe, NM",1954,,,
4/13/1954,1450,"Rio Grande at San Felipe, NM",1954,,,
4/14/1954,1550,"Rio Grande at San Felipe, NM",1954,,,
4/15/1954,1630,"Rio Grande at San Felipe, NM",1954,,,
4/16/1954,1290,"Rio Grande at San Felipe, NM",1954,,,
4/17/1954,1020,"Rio Grande at San Felipe, NM",1954,,,
4/18/1954,982,"Rio Grande at San Felipe, NM",1954,,,
4/19/1954,898,"Rio Grande at San Felipe, NM",1954,,,
4/20/1954,874,"Rio Grande at San Felipe, NM",1954,,,
4/21/1954,750,"Rio Grande at San Felipe, NM",1954,,,
4/22/1954,658,"Rio Grande at San Felipe, NM",1954,,,
4/23/1954,632,"Rio Grande at San Felipe, NM",1954,,,
4/24/1954,600,"Rio Grande at San Felipe, NM",1954,,,
4/25/1954,632,"Rio Grande at San Felipe, NM",1954,,,
4/26/1954,564,"Rio Grande at San Felipe, NM",1954,,,
4/27/1954,540,"Rio Grande at San Felipe, NM",1954,,,
4/28/1954,470,"Rio Grande at San Felipe, NM",1954,,,
4/29/1954,435,"Rio Grande at San Felipe, NM",1954,,,
4/30/1954,385,"Rio Grande at San Felipe, NM",1954,,,
5/1/1954,1220,"Rio Grande at San Felipe, NM",1954,,,
5/2/1954,1570,"Rio Grande at San Felipe, NM",1954,,,
5/3/1954,1490,"Rio Grande at San Felipe, NM",1954,,,
5/4/1954,1180,"Rio Grande at San Felipe, NM",1954,,,
5/5/1954,1050,"Rio Grande at San Felipe, NM",1954,,,
5/6/1954,1020,"Rio Grande at San Felipe, NM",1954,,,
5/7/1954,970,"Rio Grande at San Felipe, NM",1954,,,
5/8/1954,946,"Rio Grande at San Felipe, NM",1954,,,
5/9/1954,988,"Rio Grande at San Felipe, NM",1954,,,
5/10/1954,979,"Rio Grande at San Felipe, NM",1954,,,
5/11/1954,1150,"Rio Grande at San Felipe, NM",1954,,,
5/12/1954,1290,"Rio Grande at San Felipe, NM",1954,,,
5/13/1954,1330,"Rio Grande at San Felipe, NM",1954,,,
5/14/1954,1330,"Rio Grande at San Felipe, NM",1954,,,
5/15/1954,1460,"Rio Grande at San Felipe, NM",1954,,,
5/16/1954,1840,"Rio Grande at San Felipe, NM",1954,,,
5/17/1954,2020,"Rio Grande at San Felipe, NM",1954,,,
5/18/1954,1900,"Rio Grande at San Felipe, NM",1954,,,
5/19/1954,1810,"Rio Grande at San Felipe, NM",1954,,,
5/20/1954,1720,"Rio Grande at San Felipe, NM",1954,,,
5/21/1954,1740,"Rio Grande at San Felipe, NM",1954,,,
5/22/1954,1720,"Rio Grande at San Felipe, NM",1954,,,
5/23/1954,1880,"Rio Grande at San Felipe, NM",1954,,,
5/24/1954,1970,"Rio Grande at San Felipe, NM",1954,,,
5/25/1954,1900,"Rio Grande at San Felipe, NM",1954,,,
5/26/1954,1900,"Rio Grande at San Felipe, NM",1954,,,
5/27/1954,1790,"Rio Grande at San Felipe, NM",1954,,,
5/28/1954,1420,"Rio Grande at San Felipe, NM",1954,,,
5/29/1954,1250,"Rio Grande at San Felipe, NM",1954,,,
5/30/1954,1200,"Rio Grande at San Felipe, NM",1954,,,
5/31/1954,1070,"Rio Grande at San Felipe, NM",1954,,,
6/1/1954,970,"Rio Grande at San Felipe, NM",1954,,,
6/2/1954,922,"Rio Grande at San Felipe, NM",1954,,,
6/3/1954,890,"Rio Grande at San Felipe, NM",1954,,,
6/4/1954,850,"Rio Grande at San Felipe, NM",1954,,,
6/5/1954,858,"Rio Grande at San Felipe, NM",1954,,,
6/6/1954,874,"Rio Grande at San Felipe, NM",1954,,,
6/7/1954,834,"Rio Grande at San Felipe, NM",1954,,,
6/8/1954,826,"Rio Grande at San Felipe, NM",1954,,,
6/9/1954,810,"Rio Grande at San Felipe, NM",1954,,,
6/10/1954,795,"Rio Grande at San Felipe, NM",1954,,,
6/11/1954,765,"Rio Grande at San Felipe, NM",1954,,,
6/12/1954,758,"Rio Grande at San Felipe, NM",1954,,,
6/13/1954,842,"Rio Grande at San Felipe, NM",1954,,,
6/14/1954,765,"Rio Grande at San Felipe, NM",1954,,,
6/15/1954,728,"Rio Grande at San Felipe, NM",1954,,,
6/16/1954,714,"Rio Grande at San Felipe, NM",1954,,,
6/17/1954,700,"Rio Grande at San Felipe, NM",1954,,,
6/18/1954,514,"Rio Grande at San Felipe, NM",1954,,,
6/19/1954,292,"Rio Grande at San Felipe, NM",1954,,,
6/20/1954,276,"Rio Grande at San Felipe, NM",1954,,,
6/21/1954,260,"Rio Grande at San Felipe, NM",1954,,,
6/22/1954,242,"Rio Grande at San Felipe, NM",1954,,,
6/23/1954,182,"Rio Grande at San Felipe, NM",1954,,,
6/24/1954,152,"Rio Grande at San Felipe, NM",1954,,,
6/25/1954,138,"Rio Grande at San Felipe, NM",1954,,,
6/26/1954,182,"Rio Grande at San Felipe, NM",1954,,,
6/27/1954,268,"Rio Grande at San Felipe, NM",1954,,,
6/28/1954,268,"Rio Grande at San Felipe, NM",1954,,,
6/29/1954,242,"Rio Grande at San Felipe, NM",1954,,,
6/30/1954,165,"Rio Grande at San Felipe, NM",1954,,,
7/1/1954,158,"Rio Grande at San Felipe, NM",1954,,,
7/2/1954,184,"Rio Grande at San Felipe, NM",1954,,,
7/3/1954,198,"Rio Grande at San Felipe, NM",1954,,,
7/4/1954,248,"Rio Grande at San Felipe, NM",1954,,,
7/5/1954,251,"Rio Grande at San Felipe, NM",1954,,,
7/6/1954,251,"Rio Grande at San Felipe, NM",1954,,,
7/7/1954,185,"Rio Grande at San Felipe, NM",1954,,,
7/8/1954,182,"Rio Grande at San Felipe, NM",1954,,,
7/9/1954,297,"Rio Grande at San Felipe, NM",1954,,,
7/10/1954,988,"Rio Grande at San Felipe, NM",1954,,,
7/11/1954,1100,"Rio Grande at San Felipe, NM",1954,,,
7/12/1954,826,"Rio Grande at San Felipe, NM",1954,,,
7/13/1954,750,"Rio Grande at San Felipe, NM",1954,,,
7/14/1954,646,"Rio Grande at San Felipe, NM",1954,,,
7/15/1954,600,"Rio Grande at San Felipe, NM",1954,,,
7/16/1954,570,"Rio Grande at San Felipe, NM",1954,,,
7/17/1954,594,"Rio Grande at San Felipe, NM",1954,,,
7/18/1954,721,"Rio Grande at San Felipe, NM",1954,,,
7/19/1954,735,"Rio Grande at San Felipe, NM",1954,,,
7/20/1954,658,"Rio Grande at San Felipe, NM",1954,,,
7/21/1954,579,"Rio Grande at San Felipe, NM",1954,,,
7/22/1954,652,"Rio Grande at San Felipe, NM",1954,,,
7/23/1954,846,"Rio Grande at San Felipe, NM",1954,,,
7/24/1954,1410,"Rio Grande at San Felipe, NM",1954,,,
7/25/1954,858,"Rio Grande at San Felipe, NM",1954,,,
7/26/1954,564,"Rio Grande at San Felipe, NM",1954,,,
7/27/1954,450,"Rio Grande at San Felipe, NM",1954,,,
7/28/1954,432,"Rio Grande at San Felipe, NM",1954,,,
7/29/1954,276,"Rio Grande at San Felipe, NM",1954,,,
7/30/1954,236,"Rio Grande at San Felipe, NM",1954,,,
7/31/1954,200,"Rio Grande at San Felipe, NM",1954,,,
8/1/1954,236,"Rio Grande at San Felipe, NM",1954,,,
8/2/1954,215,"Rio Grande at San Felipe, NM",1954,,,
8/3/1954,138,"Rio Grande at San Felipe, NM",1954,,,
8/4/1954,110,"Rio Grande at San Felipe, NM",1954,,,
8/5/1954,105,"Rio Grande at San Felipe, NM",1954,,,
8/6/1954,142,"Rio Grande at San Felipe, NM",1954,,,
8/7/1954,282,"Rio Grande at San Felipe, NM",1954,,,
8/8/1954,518,"Rio Grande at San Felipe, NM",1954,,,
8/9/1954,364,"Rio Grande at San Felipe, NM",1954,,,
8/10/1954,780,"Rio Grande at San Felipe, NM",1954,,,
8/11/1954,688,"Rio Grande at San Felipe, NM",1954,,,
8/12/1954,390,"Rio Grande at San Felipe, NM",1954,,,
8/13/1954,344,"Rio Grande at San Felipe, NM",1954,,,
8/14/1954,364,"Rio Grande at San Felipe, NM",1954,,,
8/15/1954,410,"Rio Grande at San Felipe, NM",1954,,,
8/16/1954,440,"Rio Grande at San Felipe, NM",1954,,,
8/17/1954,268,"Rio Grande at San Felipe, NM",1954,,,
8/18/1954,260,"Rio Grande at San Felipe, NM",1954,,,
8/19/1954,210,"Rio Grande at San Felipe, NM",1954,,,
8/20/1954,190,"Rio Grande at San Felipe, NM",1954,,,
8/21/1954,210,"Rio Grande at San Felipe, NM",1954,,,
8/22/1954,236,"Rio Grande at San Felipe, NM",1954,,,
8/23/1954,270,"Rio Grande at San Felipe, NM",1954,,,
8/24/1954,500,"Rio Grande at San Felipe, NM",1954,,,
8/25/1954,245,"Rio Grande at San Felipe, NM",1954,,,
8/26/1954,165,"Rio Grande at San Felipe, NM",1954,,,
8/27/1954,160,"Rio Grande at San Felipe, NM",1954,,,
8/28/1954,158,"Rio Grande at San Felipe, NM",1954,,,
8/29/1954,188,"Rio Grande at San Felipe, NM",1954,,,
8/30/1954,206,"Rio Grande at San Felipe, NM",1954,,,
8/31/1954,190,"Rio Grande at San Felipe, NM",1954,,,
9/1/1954,143,"Rio Grande at San Felipe, NM",1954,,,
9/2/1954,126,"Rio Grande at San Felipe, NM",1954,,,
9/3/1954,114,"Rio Grande at San Felipe, NM",1954,,,
9/4/1954,117,"Rio Grande at San Felipe, NM",1954,,,
9/5/1954,290,"Rio Grande at San Felipe, NM",1954,,,
9/6/1954,665,"Rio Grande at San Felipe, NM",1954,,,
9/7/1954,606,"Rio Grande at San Felipe, NM",1954,,,
9/8/1954,570,"Rio Grande at San Felipe, NM",1954,,,
9/9/1954,606,"Rio Grande at San Felipe, NM",1954,,,
9/10/1954,594,"Rio Grande at San Felipe, NM",1954,,,
9/11/1954,672,"Rio Grande at San Felipe, NM",1954,,,
9/12/1954,755,"Rio Grande at San Felipe, NM",1954,,,
9/13/1954,693,"Rio Grande at San Felipe, NM",1954,,,
9/14/1954,902,"Rio Grande at San Felipe, NM",1954,,,
9/15/1954,570,"Rio Grande at San Felipe, NM",1954,,,
9/16/1954,504,"Rio Grande at San Felipe, NM",1954,,,
9/17/1954,455,"Rio Grande at San Felipe, NM",1954,,,
9/18/1954,380,"Rio Grande at San Felipe, NM",1954,,,
9/19/1954,300,"Rio Grande at San Felipe, NM",1954,,,
9/20/1954,210,"Rio Grande at San Felipe, NM",1954,,,
9/21/1954,190,"Rio Grande at San Felipe, NM",1954,,,
9/22/1954,180,"Rio Grande at San Felipe, NM",1954,,,
9/23/1954,170,"Rio Grande at San Felipe, NM",1954,,,
9/24/1954,188,"Rio Grande at San Felipe, NM",1954,,,
9/25/1954,198,"Rio Grande at San Felipe, NM",1954,,,
9/26/1954,272,"Rio Grande at San Felipe, NM",1954,,,
9/27/1954,292,"Rio Grande at San Felipe, NM",1954,,,
9/28/1954,308,"Rio Grande at San Felipe, NM",1954,,,
9/29/1954,260,"Rio Grande at San Felipe, NM",1954,,,
9/30/1954,264,"Rio Grande at San Felipe, NM",1954,,,
10/1/1954,272,"Rio Grande at San Felipe, NM",1954,,,
10/2/1954,265,"Rio Grande at San Felipe, NM",1954,,,
10/3/1954,292,"Rio Grande at San Felipe, NM",1954,,,
10/4/1954,292,"Rio Grande at San Felipe, NM",1954,,,
10/5/1954,484,"Rio Grande at San Felipe, NM",1954,,,
10/6/1954,644,"Rio Grande at San Felipe, NM",1954,,,
10/7/1954,390,"Rio Grande at San Felipe, NM",1954,,,
10/8/1954,340,"Rio Grande at San Felipe, NM",1954,,,
10/9/1954,358,"Rio Grande at San Felipe, NM",1954,,,
10/10/1954,360,"Rio Grande at San Felipe, NM",1954,,,
10/11/1954,352,"Rio Grande at San Felipe, NM",1954,,,
10/12/1954,332,"Rio Grande at San Felipe, NM",1954,,,
10/13/1954,305,"Rio Grande at San Felipe, NM",1954,,,
10/14/1954,300,"Rio Grande at San Felipe, NM",1954,,,
10/15/1954,295,"Rio Grande at San Felipe, NM",1954,,,
10/16/1954,290,"Rio Grande at San Felipe, NM",1954,,,
10/17/1954,305,"Rio Grande at San Felipe, NM",1954,,,
10/18/1954,302,"Rio Grande at San Felipe, NM",1954,,,
10/19/1954,300,"Rio Grande at San Felipe, NM",1954,,,
10/20/1954,275,"Rio Grande at San Felipe, NM",1954,,,
10/21/1954,278,"Rio Grande at San Felipe, NM",1954,,,
10/22/1954,275,"Rio Grande at San Felipe, NM",1954,,,
10/23/1954,275,"Rio Grande at San Felipe, NM",1954,,,
10/24/1954,300,"Rio Grande at San Felipe, NM",1954,,,
10/25/1954,298,"Rio Grande at San Felipe, NM",1954,,,
10/26/1954,244,"Rio Grande at San Felipe, NM",1954,,,
10/27/1954,242,"Rio Grande at San Felipe, NM",1954,,,
10/28/1954,242,"Rio Grande at San Felipe, NM",1954,,,
10/29/1954,242,"Rio Grande at San Felipe, NM",1954,,,
10/30/1954,244,"Rio Grande at San Felipe, NM",1954,,,
10/31/1954,258,"Rio Grande at San Felipe, NM",1954,,,
11/1/1954,250,"Rio Grande at San Felipe, NM",1954,,,
11/2/1954,260,"Rio Grande at San Felipe, NM",1954,,,
11/3/1954,280,"Rio Grande at San Felipe, NM",1954,,,
11/4/1954,322,"Rio Grande at San Felipe, NM",1954,,,
11/5/1954,310,"Rio Grande at San Felipe, NM",1954,,,
11/6/1954,305,"Rio Grande at San Felipe, NM",1954,,,
11/7/1954,310,"Rio Grande at San Felipe, NM",1954,,,
11/8/1954,315,"Rio Grande at San Felipe, NM",1954,,,
11/9/1954,318,"Rio Grande at San Felipe, NM",1954,,,
11/10/1954,322,"Rio Grande at San Felipe, NM",1954,,,
11/11/1954,320,"Rio Grande at San Felipe, NM",1954,,,
11/12/1954,318,"Rio Grande at San Felipe, NM",1954,,,
11/13/1954,315,"Rio Grande at San Felipe, NM",1954,,,
11/14/1954,312,"Rio Grande at San Felipe, NM",1954,,,
11/15/1954,320,"Rio Grande at San Felipe, NM",1954,,,
11/16/1954,328,"Rio Grande at San Felipe, NM",1954,,,
11/17/1954,335,"Rio Grande at San Felipe, NM",1954,,,
11/18/1954,325,"Rio Grande at San Felipe, NM",1954,,,
11/19/1954,320,"Rio Grande at San Felipe, NM",1954,,,
11/20/1954,332,"Rio Grande at San Felipe, NM",1954,,,
11/21/1954,328,"Rio Grande at San Felipe, NM",1954,,,
11/22/1954,325,"Rio Grande at San Felipe, NM",1954,,,
11/23/1954,322,"Rio Grande at San Felipe, NM",1954,,,
11/24/1954,330,"Rio Grande at San Felipe, NM",1954,,,
11/25/1954,338,"Rio Grande at San Felipe, NM",1954,,,
11/26/1954,338,"Rio Grande at San Felipe, NM",1954,,,
11/27/1954,338,"Rio Grande at San Felipe, NM",1954,,,
11/28/1954,330,"Rio Grande at San Felipe, NM",1954,,,
11/29/1954,330,"Rio Grande at San Felipe, NM",1954,,,
11/30/1954,342,"Rio Grande at San Felipe, NM",1954,,,
12/1/1954,335,"Rio Grande at San Felipe, NM",1954,,,
12/2/1954,332,"Rio Grande at San Felipe, NM",1954,,,
12/3/1954,332,"Rio Grande at San Felipe, NM",1954,,,
12/4/1954,340,"Rio Grande at San Felipe, NM",1954,,,
12/5/1954,365,"Rio Grande at San Felipe, NM",1954,,,
12/6/1954,385,"Rio Grande at San Felipe, NM",1954,,,
12/7/1954,395,"Rio Grande at San Felipe, NM",1954,,,
12/8/1954,412,"Rio Grande at San Felipe, NM",1954,,,
12/9/1954,395,"Rio Grande at San Felipe, NM",1954,,,
12/10/1954,370,"Rio Grande at San Felipe, NM",1954,,,
12/11/1954,375,"Rio Grande at San Felipe, NM",1954,,,
12/12/1954,400,"Rio Grande at San Felipe, NM",1954,,,
12/13/1954,390,"Rio Grande at San Felipe, NM",1954,,,
12/14/1954,375,"Rio Grande at San Felipe, NM",1954,,,
12/15/1954,360,"Rio Grande at San Felipe, NM",1954,,,
12/16/1954,370,"Rio Grande at San Felipe, NM",1954,,,
12/17/1954,372,"Rio Grande at San Felipe, NM",1954,,,
12/18/1954,365,"Rio Grande at San Felipe, NM",1954,,,
12/19/1954,385,"Rio Grande at San Felipe, NM",1954,,,
12/20/1954,415,"Rio Grande at San Felipe, NM",1954,,,
12/21/1954,442,"Rio Grande at San Felipe, NM",1954,,,
12/22/1954,434,"Rio Grande at San Felipe, NM",1954,,,
12/23/1954,430,"Rio Grande at San Felipe, NM",1954,,,
12/24/1954,438,"Rio Grande at San Felipe, NM",1954,,,
12/25/1954,446,"Rio Grande at San Felipe, NM",1954,,,
12/26/1954,438,"Rio Grande at San Felipe, NM",1954,,,
12/27/1954,446,"Rio Grande at San Felipe, NM",1954,,,
12/28/1954,424,"Rio Grande at San Felipe, NM",1954,,,
12/29/1954,406,"Rio Grande at San Felipe, NM",1954,,,
12/30/1954,362,"Rio Grande at San Felipe, NM",1954,,,
12/31/1954,300,"Rio Grande at San Felipe, NM",1954,,,
1/1/1955,400,"Rio Grande at San Felipe, NM",1955,,,
1/2/1955,450,"Rio Grande at San Felipe, NM",1955,,,
1/3/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/4/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/5/1955,500,"Rio Grande at San Felipe, NM",1955,,,
1/6/1955,490,"Rio Grande at San Felipe, NM",1955,,,
1/7/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/8/1955,475,"Rio Grande at San Felipe, NM",1955,,,
1/9/1955,495,"Rio Grande at San Felipe, NM",1955,,,
1/10/1955,490,"Rio Grande at San Felipe, NM",1955,,,
1/11/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/12/1955,466,"Rio Grande at San Felipe, NM",1955,,,
1/13/1955,458,"Rio Grande at San Felipe, NM",1955,,,
1/14/1955,458,"Rio Grande at San Felipe, NM",1955,,,
1/15/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/16/1955,462,"Rio Grande at San Felipe, NM",1955,,,
1/17/1955,485,"Rio Grande at San Felipe, NM",1955,,,
1/18/1955,495,"Rio Grande at San Felipe, NM",1955,,,
1/19/1955,466,"Rio Grande at San Felipe, NM",1955,,,
1/20/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/21/1955,495,"Rio Grande at San Felipe, NM",1955,,,
1/22/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/23/1955,430,"Rio Grande at San Felipe, NM",1955,,,
1/24/1955,421,"Rio Grande at San Felipe, NM",1955,,,
1/25/1955,438,"Rio Grande at San Felipe, NM",1955,,,
1/26/1955,454,"Rio Grande at San Felipe, NM",1955,,,
1/27/1955,470,"Rio Grande at San Felipe, NM",1955,,,
1/28/1955,475,"Rio Grande at San Felipe, NM",1955,,,
1/29/1955,490,"Rio Grande at San Felipe, NM",1955,,,
1/30/1955,480,"Rio Grande at San Felipe, NM",1955,,,
1/31/1955,510,"Rio Grande at San Felipe, NM",1955,,,
2/1/1955,515,"Rio Grande at San Felipe, NM",1955,,,
2/2/1955,520,"Rio Grande at San Felipe, NM",1955,,,
2/3/1955,520,"Rio Grande at San Felipe, NM",1955,,,
2/4/1955,495,"Rio Grande at San Felipe, NM",1955,,,
2/5/1955,470,"Rio Grande at San Felipe, NM",1955,,,
2/6/1955,446,"Rio Grande at San Felipe, NM",1955,,,
2/7/1955,450,"Rio Grande at San Felipe, NM",1955,,,
2/8/1955,454,"Rio Grande at San Felipe, NM",1955,,,
2/9/1955,470,"Rio Grande at San Felipe, NM",1955,,,
2/10/1955,500,"Rio Grande at San Felipe, NM",1955,,,
2/11/1955,485,"Rio Grande at San Felipe, NM",1955,,,
2/12/1955,470,"Rio Grande at San Felipe, NM",1955,,,
2/13/1955,475,"Rio Grande at San Felipe, NM",1955,,,
2/14/1955,510,"Rio Grande at San Felipe, NM",1955,,,
2/15/1955,520,"Rio Grande at San Felipe, NM",1955,,,
2/16/1955,520,"Rio Grande at San Felipe, NM",1955,,,
2/17/1955,515,"Rio Grande at San Felipe, NM",1955,,,
2/18/1955,526,"Rio Grande at San Felipe, NM",1955,,,
2/19/1955,550,"Rio Grande at San Felipe, NM",1955,,,
2/20/1955,510,"Rio Grande at San Felipe, NM",1955,,,
2/21/1955,490,"Rio Grande at San Felipe, NM",1955,,,
2/22/1955,458,"Rio Grande at San Felipe, NM",1955,,,
2/23/1955,462,"Rio Grande at San Felipe, NM",1955,,,
2/24/1955,520,"Rio Grande at San Felipe, NM",1955,,,
2/25/1955,526,"Rio Grande at San Felipe, NM",1955,,,
2/26/1955,500,"Rio Grande at San Felipe, NM",1955,,,
2/27/1955,544,"Rio Grande at San Felipe, NM",1955,,,
2/28/1955,532,"Rio Grande at San Felipe, NM",1955,,,
3/1/1955,500,"Rio Grande at San Felipe, NM",1955,,,
3/2/1955,490,"Rio Grande at San Felipe, NM",1955,,,
3/3/1955,485,"Rio Grande at San Felipe, NM",1955,,,
3/4/1955,500,"Rio Grande at San Felipe, NM",1955,,,
3/5/1955,495,"Rio Grande at San Felipe, NM",1955,,,
3/6/1955,550,"Rio Grande at San Felipe, NM",1955,,,
3/7/1955,592,"Rio Grande at San Felipe, NM",1955,,,
3/8/1955,604,"Rio Grande at San Felipe, NM",1955,,,
3/9/1955,622,"Rio Grande at San Felipe, NM",1955,,,
3/10/1955,647,"Rio Grande at San Felipe, NM",1955,,,
3/11/1955,689,"Rio Grande at San Felipe, NM",1955,,,
3/12/1955,682,"Rio Grande at San Felipe, NM",1955,,,
3/13/1955,640,"Rio Grande at San Felipe, NM",1955,,,
3/14/1955,604,"Rio Grande at San Felipe, NM",1955,,,
3/15/1955,538,"Rio Grande at San Felipe, NM",1955,,,
3/16/1955,490,"Rio Grande at San Felipe, NM",1955,,,
3/17/1955,458,"Rio Grande at San Felipe, NM",1955,,,
3/18/1955,535,"Rio Grande at San Felipe, NM",1955,,,
3/19/1955,710,"Rio Grande at San Felipe, NM",1955,,,
3/20/1955,568,"Rio Grande at San Felipe, NM",1955,,,
3/21/1955,515,"Rio Grande at San Felipe, NM",1955,,,
3/22/1955,470,"Rio Grande at San Felipe, NM",1955,,,
3/23/1955,430,"Rio Grande at San Felipe, NM",1955,,,
3/24/1955,400,"Rio Grande at San Felipe, NM",1955,,,
3/25/1955,370,"Rio Grande at San Felipe, NM",1955,,,
3/26/1955,355,"Rio Grande at San Felipe, NM",1955,,,
3/27/1955,350,"Rio Grande at San Felipe, NM",1955,,,
3/28/1955,335,"Rio Grande at San Felipe, NM",1955,,,
3/29/1955,348,"Rio Grande at San Felipe, NM",1955,,,
3/30/1955,382,"Rio Grande at San Felipe, NM",1955,,,
3/31/1955,350,"Rio Grande at San Felipe, NM",1955,,,
4/1/1955,330,"Rio Grande at San Felipe, NM",1955,,,
4/2/1955,312,"Rio Grande at San Felipe, NM",1955,,,
4/3/1955,318,"Rio Grande at San Felipe, NM",1955,,,
4/4/1955,288,"Rio Grande at San Felipe, NM",1955,,,
4/5/1955,262,"Rio Grande at San Felipe, NM",1955,,,
4/6/1955,270,"Rio Grande at San Felipe, NM",1955,,,
4/7/1955,308,"Rio Grande at San Felipe, NM",1955,,,
4/8/1955,325,"Rio Grande at San Felipe, NM",1955,,,
4/9/1955,362,"Rio Grande at San Felipe, NM",1955,,,
4/10/1955,528,"Rio Grande at San Felipe, NM",1955,,,
4/11/1955,470,"Rio Grande at San Felipe, NM",1955,,,
4/12/1955,421,"Rio Grande at San Felipe, NM",1955,,,
4/13/1955,395,"Rio Grande at San Felipe, NM",1955,,,
4/14/1955,368,"Rio Grande at San Felipe, NM",1955,,,
4/15/1955,316,"Rio Grande at San Felipe, NM",1955,,,
4/16/1955,246,"Rio Grande at San Felipe, NM",1955,,,
4/17/1955,244,"Rio Grande at San Felipe, NM",1955,,,
4/18/1955,311,"Rio Grande at San Felipe, NM",1955,,,
4/19/1955,375,"Rio Grande at San Felipe, NM",1955,,,
4/20/1955,365,"Rio Grande at San Felipe, NM",1955,,,
4/21/1955,355,"Rio Grande at San Felipe, NM",1955,,,
4/22/1955,328,"Rio Grande at San Felipe, NM",1955,,,
4/23/1955,335,"Rio Grande at San Felipe, NM",1955,,,
4/24/1955,348,"Rio Grande at San Felipe, NM",1955,,,
4/25/1955,315,"Rio Grande at San Felipe, NM",1955,,,
4/26/1955,310,"Rio Grande at San Felipe, NM",1955,,,
4/27/1955,300,"Rio Grande at San Felipe, NM",1955,,,
4/28/1955,305,"Rio Grande at San Felipe, NM",1955,,,
4/29/1955,312,"Rio Grande at San Felipe, NM",1955,,,
4/30/1955,350,"Rio Grande at San Felipe, NM",1955,,,
5/1/1955,385,"Rio Grande at San Felipe, NM",1955,,,
5/2/1955,400,"Rio Grande at San Felipe, NM",1955,,,
5/3/1955,430,"Rio Grande at San Felipe, NM",1955,,,
5/4/1955,427,"Rio Grande at San Felipe, NM",1955,,,
5/5/1955,406,"Rio Grande at San Felipe, NM",1955,,,
5/6/1955,654,"Rio Grande at San Felipe, NM",1955,,,
5/7/1955,710,"Rio Grande at San Felipe, NM",1955,,,
5/8/1955,890,"Rio Grande at San Felipe, NM",1955,,,
5/9/1955,1090,"Rio Grande at San Felipe, NM",1955,,,
5/10/1955,1190,"Rio Grande at San Felipe, NM",1955,,,
5/11/1955,1340,"Rio Grande at San Felipe, NM",1955,,,
5/12/1955,1100,"Rio Grande at San Felipe, NM",1955,,,
5/13/1955,1160,"Rio Grande at San Felipe, NM",1955,,,
5/14/1955,1170,"Rio Grande at San Felipe, NM",1955,,,
5/15/1955,1210,"Rio Grande at San Felipe, NM",1955,,,
5/16/1955,1160,"Rio Grande at San Felipe, NM",1955,,,
5/17/1955,1130,"Rio Grande at San Felipe, NM",1955,,,
5/18/1955,1130,"Rio Grande at San Felipe, NM",1955,,,
5/19/1955,1470,"Rio Grande at San Felipe, NM",1955,,,
5/20/1955,1650,"Rio Grande at San Felipe, NM",1955,,,
5/21/1955,1810,"Rio Grande at San Felipe, NM",1955,,,
5/22/1955,1940,"Rio Grande at San Felipe, NM",1955,,,
5/23/1955,2100,"Rio Grande at San Felipe, NM",1955,,,
5/24/1955,2150,"Rio Grande at San Felipe, NM",1955,,,
5/25/1955,2890,"Rio Grande at San Felipe, NM",1955,,,
5/26/1955,2720,"Rio Grande at San Felipe, NM",1955,,,
5/27/1955,2750,"Rio Grande at San Felipe, NM",1955,,,
5/28/1955,2500,"Rio Grande at San Felipe, NM",1955,,,
5/29/1955,2200,"Rio Grande at San Felipe, NM",1955,,,
5/30/1955,1600,"Rio Grande at San Felipe, NM",1955,,,
5/31/1955,1200,"Rio Grande at San Felipe, NM",1955,,,
6/1/1955,1150,"Rio Grande at San Felipe, NM",1955,,,
6/2/1955,1600,"Rio Grande at San Felipe, NM",1955,,,
6/3/1955,1600,"Rio Grande at San Felipe, NM",1955,,,
6/4/1955,1520,"Rio Grande at San Felipe, NM",1955,,,
6/5/1955,1460,"Rio Grande at San Felipe, NM",1955,,,
6/6/1955,1400,"Rio Grande at San Felipe, NM",1955,,,
6/7/1955,1200,"Rio Grande at San Felipe, NM",1955,,,
6/8/1955,890,"Rio Grande at San Felipe, NM",1955,,,
6/9/1955,726,"Rio Grande at San Felipe, NM",1955,,,
6/10/1955,675,"Rio Grande at San Felipe, NM",1955,,,
6/11/1955,696,"Rio Grande at San Felipe, NM",1955,,,
6/12/1955,718,"Rio Grande at San Felipe, NM",1955,,,
6/13/1955,654,"Rio Grande at San Felipe, NM",1955,,,
6/14/1955,610,"Rio Grande at San Felipe, NM",1955,,,
